fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Nov,15,KARNATAKA,1528,CHIKKABALLAPURA,4000000,299.5348898,34,3854,7099.055745,14962,0,29347,2473859,530569,83147,329761,50418,374.38022,14883.50679,72076,124353,141699,353835,428,220185,555599,44309,7410.07083,1301161,78,61.71,69.27,100.13,NA
2022-2023,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,1820000,292.699151,32,114,5333.23079,13462,0,30955,1216865,180080,45829,36440,9038,310.11006,9205.094374,36976,67132,95829,233259,136,172059,396944,44417,3561.753524,613312,71,61.55,68.49,100.08,NA
2022-2023,Sep,15,KARNATAKA,1510,CHITRADURGA,3640000,298.2724158,33,269,9861.82059,26020,0,40093,2840331,547357,97071,847331,90420,313.08684,18646.83132,84736,141679,183728,443781,282,324066,809621,66113,8471.923891,1524774,64,72.79,79.86,100.99,NA
2022-2023,Sep,15,KARNATAKA,1511,DAKSHINA KANNADA,1162000,295.3570062,42,48,850.1375263,7497,0,25871,861154,41527,12595,47147,11756,139.14895,3532.765149,20460,35931,71680,165682,202,163560,362082,33368,2543.478673,412983,89,74.96,64.43,100,NA
2022-2023,Sep,15,KARNATAKA,1514,GADAG,2590000,297.3673791,23,648,3773.416238,8072,0,17277,1378833,254473,56008,119692,25366,162.82573,8036.441523,59282,120442,119641,304445,62,161690,413725,25349,4100.199555,644346,67,70.77,73.01,100.01,NA
2022-2023,Sep,15,KARNATAKA,1516,HASSAN,3150000,297.2850396,34,473,4829.996167,20215,0,71462,2781355,412138,72912,47919,7167,639.60705,13738.15553,81675,150919,168906,415206,569,274372,663912,91677,8268.552314,1412474,82,71.05,66.9,100.15,NA
2022-2023,Sep,15,KARNATAKA,1517,HAVERI,3150000,290.4654441,34,417,6631.533867,6020,1,32907,2729432,323630,55671,311646,43787,274.79535,14834.386,80162,153537,154271,374665,189,262202,620937,38927,7928.05678,1234323,76,45.53,59.02,100.08,NA
2022-2023,Sep,15,KARNATAKA,1519,KOLAR,3080000,294.6958999,34,378,7631.944748,9610,0,53039,2247910,557148,94396,167029,23351,447.2572,14703.70055,65162,104957,137288,343273,143,234956,599932,62649,6624.498605,1182503,77,58.68,62.32,100.38,NA
2022-2023,Sep,15,KARNATAKA,1520,KOPPAL,4900000,286.602118,38,2785,10241.14483,24919,0,29678,6230506,1063521,91254,889926,75098,357.56294,28455.46993,160919,334951,208509,536984,1381,311478,905486,54597,17856.76216,3225971,73,86.78,85.77,99.92,NA
2022-2023,Sep,15,KARNATAKA,1522,MYSURU,2310000,302.3522186,30,168,5533.437052,20918,6,43902,1486310,252752,80776,156796,47382,224.53238,10251.86069,49453,89696,158094,403919,257,332970,852058,64820,4493.89126,735193,80,53.87,56.08,100.3,NA
2022-2023,Sep,15,KARNATAKA,1525,TUMAKURU,4200000,296.77216,28,384,3792.304168,20869,0,81512,1953522,240851,82416,117422,41796,363.86489,9953.678493,69356,120644,215770,510865,136,408847,1018191,102381,5797.509435,965312,82,43.15,49.3,99.9,NA
2022-2023,Aug,15,KARNATAKA,1501,BAGALKOTE,3410000,289.240654,31,1902,5691.289993,14291,1,18720,2639563,474982,58593,211710,25178,416.24127,13742.22055,84210,144952,151503,330121,353,265479,572569,33011,7634.689284,1411232,63,51.78,72.25,100.26,NA
2022-2023,Aug,15,KARNATAKA,1504,BELAGAVI,6820000,290.334706,31,1981,20659.66873,23409,5,105352,6459507,628146,102847,628655,80205,726.40184,40140.26123,203687,305720,406860,897797,650,776835,1688551,128761,18754.19066,3523152,74,47.86,61.65,100.05,NA
2022-2023,Aug,15,KARNATAKA,1508,CHAMARAJA NAGARA,1736000,296.9526539,24,312,3392.93869,8302,0,13218,906020,236065,89673,89126,34240,168.1111,6251.500224,37373,60046,132441,310130,42,216989,518118,21520,2690.450435,489690,78,60,57.02,101.05,NA
2022-2023,Aug,15,KARNATAKA,1510,CHITRADURGA,3224000,292.1600437,31,242,9861.82059,20322,0,44014,2503504,477315,97033,771872,90406,313.08684,17489.14581,79882,133236,183600,443554,210,323423,809070,64336,7314.238381,1338950,64,72.54,79.61,100.95,NA
2022-2023,Aug,15,KARNATAKA,1515,KALABURAGI,4340000,301.1962572,26,571,4793.749323,27587,3,35882,4156906,1026679,138657,88930,10248,147.05129,17461.2459,157789,278049,240281,522759,145,402334,950201,63469,12520.44529,2194984,61,83.78,89.09,100.05,NA
2022-2023,Aug,15,KARNATAKA,1517,HAVERI,2790000,287.778154,30,391,2495.746923,4998,1,33327,2253596,265815,55646,258713,43754,168.99413,9150.098021,72795,138728,154051,374221,127,260599,619028,38325,6485.356968,1022206,76,43.72,56.15,100.05,NA
2022-2023,Aug,15,KARNATAKA,1518,KODAGU,372000,289.1379339,35,124,344.7284765,1903,0,10001,350763,29492,8142,15688,4095,88.39479,1447.312158,10013,16599,31436,74668,26,84145,185652,11904,1014.188891,174862,76,66.54,67.05,99.99,NA
2022-2023,Aug,15,KARNATAKA,1519,KOLAR,2728000,294.9868684,31,352,2663.000562,8481,2,53076,1879340,466941,94346,139067,23343,366.19794,8573.004715,59940,96323,137165,343022,91,234490,599271,61557,5543.806213,981980,77,57.42,60.77,100.38,NA
2022-2023,Aug,15,KARNATAKA,1523,RAICHUR,6510000,259.1234331,36,838,8479.80083,10094,0,45323,7800672,1438656,119009,1941314,146315,746.94675,29440.11667,216234,430914,265179,624213,243,351508,886321,55417,20213.36909,4038076,73,80.09,79.54,100.03,NA
2022-2023,June,15,KARNATAKA,1504,BELAGAVI,4070000,277.0702207,26,1690,13613.09283,9995,5,112429,4468474,433994,102503,430916,79925,89.58269,26083.4863,170505,251320,403745,893173,240,762920,1672582,122424,12380.81078,2533895,75,52.05,62.6,100.03,NA
2022-2023,June,15,KARNATAKA,1512,DAVANAGERE,1332000,276.8329047,22,104,1856.244901,1384,1,20212,597073,129174,64773,84054,44015,197.87712,3707.01655,26006,45233,120467,282075,21,223401,514004,21596,1652.894529,282679,75,59.3,60.33,99.99,NA
2022-2023,June,15,KARNATAKA,1516,HASSAN,1665000,254.2903747,24,326,4630.740562,9288,0,71897,1349228,204241,72563,23222,7123,206.47546,8268.172959,55319,100635,167896,413261,45,270542,657903,81185,3430.956937,681322,81,75.67,66.32,100.07,NA
2022-2023,June,15,KARNATAKA,1519,KOLAR,1628000,274.8990546,24,272,2644.640562,2659,2,53644,1087055,273811,94194,81821,23297,268.67903,5901.623511,45264,72167,136841,342463,13,233251,598660,56303,2988.303918,557827,78,55.27,58.04,100.22,NA
2022-2023,June,15,KARNATAKA,1522,MYSURU,1221000,281.1090989,23,98,3545.843602,7643,6,48772,687301,116962,80441,76701,47070,102.60996,5580.51921,29487,53568,156912,401625,39,325887,843113,56415,1932.065648,337319,79,53.69,52.13,100.29,NA
2022-2023,June,15,KARNATAKA,1530,Yadgir,1739000,264.8333274,22,377,2005.557459,7257,1,36040,1563970,308650,60569,189887,32978,75.35811,6222.82936,68606,106612,142621,277935,33,251461,546341,43297,4141.913791,816955,72,66.74,70.83,99.97,NA
2022-2023,Dec,15,KARNATAKA,1510,CHITRADURGA,4368000,298.7685235,38,328,14008.93051,35001,0,35779,3738154,719345,97154,1019929,90449,512.98534,25690.34337,96672,163077,183977,444242,483,325173,805444,70780,11168.42751,2018084,65,70.07,76.68,101.22,NA
2022-2023,Dec,15,KARNATAKA,1511,DAKSHINA KANNADA,1394400,296.9851662,45,73,1491.252055,12301,0,25558,1259141,68621,12709,72750,11816,220.35115,5451.065197,27549,48201,72562,167348,364,165507,365271,37859,3739.461992,619209,90,73.29,59.82,100.01,NA
2022-2023,Dec,15,KARNATAKA,1512,DAVANAGERE,3024000,295.9620154,39,312,6651.378663,9900,1,25060,2525480,513714,65445,358125,44362,510.24853,14636.0887,64392,115063,122322,285551,513,230986,522917,34960,7474.461507,1232890,79,63.76,63.31,100.02,NA
2022-2023,Dec,15,KARNATAKA,1513,DHARWAR,2100000,300.3606734,38,198,6469.352891,21015,1,23192,1874478,162914,20405,115354,15591,280.27966,12379.8273,49026,90012,85647,226454,181,166210,415114,44207,5630.194744,824714,80,54.32,56.75,100.79,NA
2022-2023,Dec,15,KARNATAKA,1525,TUMAKURU,5040000,295.3137566,34,513,8740.556175,33265,0,79365,3210133,414432,82613,214985,41877,533.07681,18753.59734,93411,163772,216534,512291,358,411269,998843,112630,9479.964355,1604708,82,45.91,52.22,99.85,NA
2022-2023,July,15,KARNATAKA,1501,BAGALKOTE,2860000,272.7371222,28,1810,2543.679588,8832,2,22817,2324954,416265,58484,187088,25145,350.0517,9234.74392,80194,137699,151199,329570,225,264241,571223,31649,6341.012632,1253847,63,55.73,72.18,100.27,NA
2022-2023,July,15,KARNATAKA,1503,BENGALURU RURAL,832000,282.2912033,29,291,324.5448401,2642,0,20163,586510,83564,27642,32365,8536,93.20631,2073.417287,19645,33921,60509,142313,27,111662,257066,22805,1655.666137,287886,76,66.25,69.84,100.09,NA
2022-2023,July,15,KARNATAKA,1506,BIDAR,2340000,288.0365278,29,410,5748.568207,8439,0,35737,2682303,680247,78103,455703,50505,114.01256,13588.59319,91729,149147,144719,285738,37,234171,502094,44176,7726.012426,1423915,58,65.42,70.93,100.39,NA
2022-2023,July,15,KARNATAKA,1512,DAVANAGERE,1872000,281.8513985,24,152,1858.706841,1675,1,23266,847710,181133,64997,118886,44122,198.30436,4446.293691,33945,59314,121078,283252,52,227510,519580,24941,2389.28249,404527,77,62.39,62.35,100,NA
2022-2023,July,15,KARNATAKA,1524,SHIVAMOGGA,1560000,292.805889,24,421,1968.51033,3360,0,34983,1705971,366495,89599,91942,20082,246.61106,7210.304943,69867,121977,160923,406208,90,241514,577212,38343,4995.183553,878739,76,79.21,79.24,100.09,NA
2022-2023,July,15,KARNATAKA,1525,TUMAKURU,3120000,287.3157094,24,316,3701.549098,16465,0,80361,1323882,158895,82307,75487,41757,153.42714,7658.697199,54753,94477,215229,509852,82,407239,1019697,96826,3803.72096,646830,82,38.43,46.18,99.9,NA
2022-2023,July,15,KARNATAKA,1529,RAMANAGARA,2652000,264.853843,25,190,3314.754419,13232,0,127893,1305051,171407,53271,23142,5461,270.2167,7041.448846,50854,81623,146839,326710,62,201138,466655,141125,3456.477727,668502,90,77.31,70.19,100.02,NA
2022-2023,Aug,15,KARNATAKA,1524,SHIVAMOGGA,1860000,300.2598605,25,446,2003.470961,5092,0,34819,1924401,411254,89616,103665,20089,246.61106,8028.285778,74185,130181,161068,406478,116,242210,578142,39911,5778.203758,981986,77,78.14,78.49,100.13,NA
2022-2023,Aug,15,KARNATAKA,1531,VIJAYANAGARA,3224000,285.3944379,47,919,2457.468238,7234,0,28445,5535524,1305163,109461,1292773,88488,96.97509,18352.52094,116538,233159,165016,438461,2482,237816,655407,35679,15798.07761,2824062,59,85.25,92.64,100.01,NA
2022-2023,Oct,15,KARNATAKA,1501,BAGALKOTE,4180000,296.3714187,36,2081,5719.224152,16074,0,18684,3338587,596151,58750,264306,25229,594.16707,16208.00888,91947,159375,152008,330990,886,268114,575554,34758,9894.617657,1767465,63,47.65,71.85,100.2,NA
2022-2023,Oct,15,KARNATAKA,1504,BELAGAVI,8360000,298.3455442,36,2252,20728.38015,34654,4,97607,8419360,809633,103082,843210,80504,1196.7747,47043.94026,227600,345589,409520,901666,1239,783500,1695784,132261,25118.78541,4515324,74,46.58,62.65,100.12,NA
2022-2023,Oct,15,KARNATAKA,1510,CHITRADURGA,3952000,303.4497177,35,289,9873.04059,26986,0,40444,3097551,597632,97105,896649,90433,367.77166,19640.32202,88272,148137,183812,443941,319,324419,809463,67430,9399.509766,1665321,64,71.24,78.15,101.09,NA
2022-2023,Oct,15,KARNATAKA,1516,HASSAN,3420000,301.8278629,36,506,4831.918387,21344,0,72193,3110714,460817,72938,53337,7167,708.14571,14929.06568,86222,159699,169051,415476,738,274828,663080,93537,9389.001586,1582430,82,68.29,64.62,100.14,NA
2022-2023,Oct,15,KARNATAKA,1521,MANDYA,2508000,294.4950289,25,272,3017.97098,10301,0,36374,1257465,144974,43884,7256,2821,258.13785,6979.280745,48682,75536,154314,376177,101,340965,759283,46675,3703.171916,714900,80,54.12,57.53,100.15,NA
2022-2023,Oct,15,KARNATAKA,1524,SHIVAMOGGA,2280000,304.2856858,29,516,2078.280706,7191,0,35361,2424258,502956,89684,128494,20114,295.08589,9750.036678,83491,148268,161377,407025,214,243269,578284,42552,7376.670082,1227628,77,76.86,77.73,100.13,NA
2022-2023,Oct,15,KARNATAKA,1525,TUMAKURU,4560000,301.7774297,30,419,3814.071398,23628,0,81640,2265438,281290,82482,138581,41815,424.54995,11075.20192,75350,131447,216021,511326,183,409516,1013473,105268,6836.580569,1121869,82,45.09,50.89,99.9,NA
2022-2023,Oct,15,KARNATAKA,1528,CHIKKABALLAPURA,3800000,302.8295057,32,3706,7074.858885,13587,0,29125,2230837,479885,83140,296313,50409,346.03813,14176.52967,68865,118332,141665,353772,331,219935,555260,42712,6755.63266,1171513,78,60.1,68.4,100.1,NA
2022-2023,Oct,15,KARNATAKA,1529,RAMANAGARA,3876000,287.6689331,33,271,11028.89516,44781,0,112290,2451562,318178,53382,41358,5478,387.52875,18468.80616,72200,117583,147224,327346,349,202351,464311,157071,7052.38225,1274622,90,75.59,70.87,100.09,NA
2022-2023,Oct,15,KARNATAKA,1530,Yadgir,3572000,302.6922077,33,512,5927.76913,22774,1,33059,3271414,651034,61495,411017,33498,222.64538,16052.72977,96449,152881,145184,282544,208,256576,547289,55833,9902.315261,1685780,75,66.09,71.19,100.04,NA
2022-2023,Jan,15,KARNATAKA,1505,BALLARI,4066400,275.6209536,50,1669,4750.391192,10877,0,23124,4567526,924393,65640,1445340,91714,333.81558,17673.26549,90685,196716,107088,311231,2010,162227,474683,34001,12589.05872,2451909,62,71.28,80.01,100.42,NA
2022-2023,Jan,15,KARNATAKA,1522,MYSURU,2917200,307.9003698,35,232,7697.458597,29554,3,44583,2465053,417223,81099,262931,47605,361.03223,15648.39813,69112,124521,159440,406294,639,336599,842869,74137,7589.907302,1241228,80,51.15,55.69,100.71,NA
2022-2023,Jan,15,KARNATAKA,1524,SHIVAMOGGA,2652000,303.9103511,32,588,4093.430218,16535,0,29748,2964116,599929,89741,155392,20124,523.42814,13625.1137,92214,164765,161634,407474,352,243957,572846,46283,9008.255343,1515781,78,75.78,75.19,100.69,NA
