fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Oct,15,KARNATAKA,1513,DHARWAR,1107638,362.9817057,28,176,210.3834288,10459,0,15365,1074132,92220,17699,69299,13696,212.4981,4321.784184,37893,65823,77207,202203,107,172906,409794,25824,3898.902655,518502,66,46.58,68.92,100.48,NA
2025-2026,Oct,15,KARNATAKA,1519,KOLAR,1836558,371.8051283,39,1173,403.2134977,6236,1,19592,2320261,584890,78041,139029,20268,493.32845,9523.391335,59152,90843,118096,294851,343,247176,586093,25828,8626.849388,1269602,52,41.48,65.4,100.08,NA
2025-2026,Oct,15,KARNATAKA,1524,SHIVAMOGGA,1409227,348.5617845,24,402,239.5347033,3676,0,8532,1436856,321844,79533,80807,17503,365.38738,5613.252998,59626,97851,133636,347874,70,250607,576742,12208,5008.330915,803859,68,39.36,74,100.31,NA
2025-2026,Oct,15,KARNATAKA,1501,BAGALKOTE,2417532,323.6616356,27,1634,977.5677676,5795,0,14545,2014807,299683,55077,185548,24947,433.70001,7932.425067,73599,121736,142110,318810,107,279082,566905,20340,6521.15729,1176849,58,40.58,73.33,100.54,NA
2025-2026,Oct,15,KARNATAKA,1502,BENGALURU,39769,326.4613634,29,1,25.08601953,313,2,1274,18446,4009,2452,544,278,32.6429,117.9479826,632,1007,5386,12098,5,63244,141436,1587,60.2190631,9615,81,61.82,38.22,103.22,NA
2025-2026,Oct,15,KARNATAKA,1508,CHAMARAJA NAGARA,1110930,375.5910176,26,357,490.1066764,4112,0,16107,1087089,327298,70321,108964,26292,231.47944,4804.594754,41175,63564,101151,241575,43,226170,519414,20219,4083.008637,628736,69,27.19,68.48,100.56,NA
2025-2026,Oct,15,KARNATAKA,1523,RAICHUR,6618172,287.9105501,27,860,2310.308729,13952,0,30566,5030552,902611,126844,1277104,158035,252.8839,17046.68256,185873,347627,286466,668994,79,384881,863600,44518,14483.48994,2739847,51,44.4,74.01,100.15,NA
2025-2026,Oct,15,KARNATAKA,1525,TUMAKURU,2432344,373.1413431,34,429,3058.10206,24529,0,37574,2824197,411219,74738,240116,39303,537.29256,14133.64124,82817,140408,200805,482608,432,407211,898587,62103,10538.24662,1438044,70,29.09,71.47,100.3,NA
2025-2026,Oct,15,KARNATAKA,1529,BENGALURU SOUTH,1922527,374.728169,30,124,1041.951725,9093,1,22953,1003372,150668,41997,15545,4415,289.93357,5091.802819,33294,51873,121902,273177,45,202371,429936,32046,3759.917524,549587,79,48.59,68.07,101.81,NA
2025-2026,April,15,KARNATAKA,1501,BAGALKOTE,438789,0,0,0,205.259629,287,95,14490,0,0,52941,0,23970,0,277.9178169,0,0,137487,307065,0,276574,559808,14777,72.6581879,0,51,0,0,0,NA
2025-2026,April,15,KARNATAKA,1503,BENGALURU RURAL,124172,0,0,0,201.5887891,57,55,7845,0,0,21508,0,7544,0,217.4264091,0,0,52049,122926,0,122102,265438,7902,15.83762,0,57,0,0,0,NA
2025-2026,April,15,KARNATAKA,1504,BELAGAVI,1169571,0,0,0,500.1337721,264,249,60086,0,0,92447,0,75009,0,679.5776431,0,0,367149,803687,0,833993,1694674,60350,179.443871,0,44,79.06,6.41,0,NA
2025-2026,April,15,KARNATAKA,1505,BALLARI,1060686,0,0,0,81.73407065,30,59,6332,0,0,67658,0,95818,0,99.93853885,0,0,112739,323914,0,172908,483722,6362,18.2044682,0,39,0,0,0,NA
2025-2026,April,15,KARNATAKA,1507,VIJAYPURA,265144,0,0,0,156.3191217,485,103,28777,0,0,57649,0,5505,0,306.6627404,0,0,136152,289931,0,353806,775865,29262,150.3436187,0,68,0,0,0,NA
2025-2026,April,15,KARNATAKA,1511,DAKSHINA KANNADA,101087,19369.5,2,0,63.75628316,350,164,11997,2,2,8615,0,8724,0,64.14367316,1,1,55517,130171,0,172058,361929,12347,0.38739,2,87,44.2,18.07,0,NA
2025-2026,April,15,KARNATAKA,1514,GADAG,896953,139545.6155,1,0,70.80270985,46,50,12670,31,4,52012,11,24784,0,114.0618507,19,31,115053,295355,0,166926,397144,12716,43.2591408,16,66,0.05,0,100,NA
2025-2026,April,15,KARNATAKA,1518,KODAGU,35041,727878.5067,1,0,79.27096413,51,32,4016,3,0,5367,2,2677,0,101.1073193,2,3,22740,54437,0,88331,191515,4067,21.8363552,2,76,99.55,0,100,NA
2025-2026,April,15,KARNATAKA,1524,SHIVAMOGGA,252823,690284.2525,4,0,143.1896847,309,152,7769,4,0,77300,0,17063,0,170.8010548,1,2,129714,337291,0,249426,572771,8078,27.6113701,2,69,46.82,39.83,0,NA
2025-2026,April,15,KARNATAKA,1525,TUMAKURU,179928,0,0,0,695.5410623,904,169,45127,0,0,72319,0,38132,0,822.0749655,0,0,195554,470559,0,404389,892523,46031,126.5339032,0,65,18.36,0,0,NA
2025-2026,April,15,KARNATAKA,1530,Yadgir,215806,0,0,0,11.52286384,183,94,26616,0,0,62460,0,35443,0,85.21933694,0,0,146756,297626,0,278469,555064,26799,73.6964731,0,69,100,0,0,NA
2025-2026,April,15,KARNATAKA,1507,VIJAYPURA,265144,0,0,0,156.7153329,312,121,28918,0,0,57644,0,5505,0,250.6523223,0,0,136137,289886,0,353782,775809,29230,93.9369894,0,68,0,0,0,NA
2025-2026,April,15,KARNATAKA,1512,DAVANAGERE,301026,0,0,0,156.8053593,126,91,11107,0,0,59710,0,40527,0,254.1293541,0,0,109097,258692,0,240447,528039,11233,97.3239948,0,64,76.3,0,0,NA
2025-2026,April,15,KARNATAKA,1517,HAVERI,343669,0,0,0,394.677342,290,145,22790,0,0,49247,0,40254,0,462.0996669,0,0,139866,344321,0,274348,623718,23080,67.4223249,0,53,6.58,2.71,0,NA
2025-2026,April,15,KARNATAKA,1519,KOLAR,233197,202917.6009,2,0,355.9994328,712,61,21695,45,6,76434,3,19961,0,447.3123532,18,45,115034,288525,0,245895,584124,22407,91.3129204,25,48,26.66,12.86,100,NA
2025-2026,April,15,KARNATAKA,1527,UTTARA KANNADA,157923,214312.702,1,0,74.79324908,152,164,16935,10,0,12379,0,7024,0,96.22451928,6,10,76435,194705,0,205588,455533,17087,21.4312702,5,74,95.89,1.66,0,NA
2025-2026,April,15,KARNATAKA,1531,VIJAYANAGARA,873523,61655.85758,1,0,393.6128865,80,56,14842,223,5,111046,49,91570,0,531.1054489,139,223,168787,447194,0,252694,650763,14922,137.4925624,119,49,0,82.48,100,NA
2025-2026,April,15,KARNATAKA,1502,BENGALURU,3073,0,0,0,16.85159109,0,76,1262,0,0,2369,0,283,0,16.99119109,0,0,5284,11849,0,62998,140938,1262,0.1396,0,80,0,0,0,NA
2025-2026,April,15,KARNATAKA,1504,BELAGAVI,1169571,0,0,0,500.1337721,63,341,60207,0,0,92428,0,75004,0,603.4126117,0,0,367212,803811,0,832410,1693140,60270,103.2788396,0,44,100,0,0,NA
2025-2026,April,15,KARNATAKA,1507,VIJAYPURA,265144,0,0,0,156.7153329,277,145,28941,0,0,57614,0,5505,0,208.9167963,0,0,136093,289775,0,353760,775751,29218,52.2014634,0,68,0,0,0,NA
2025-2026,April,15,KARNATAKA,1514,GADAG,896953,129551.2189,1,0,70.80270985,13,67,12697,19,2,51993,11,24750,0,95.41744145,10,19,115058,295185,0,166713,396574,12710,24.6147316,10,66,0,0,100,NA
2025-2026,April,15,KARNATAKA,1525,TUMAKURU,179928,0,0,0,696.4117705,151,215,45908,0,0,72294,0,38124,0,753.2952805,0,0,195475,470364,0,404336,892394,46059,56.88351,0,65,0,0,0,NA
2025-2026,April,15,KARNATAKA,1505,BALLARI,1060686,319.3177817,8,9,81.73407065,58,42,6701,11707,1941,67622,4596,95820,0,119.1166033,1349,2283,112765,323879,0,173583,484925,6759,37.3825327,7004,37,27.5,67.86,100,NA
2025-2026,April,15,KARNATAKA,1508,CHAMARAJA NAGARA,171383,897.3669788,7,28,111.5016603,182,19,16425,28360,7316,67583,2827,25078,0,365.9949355,3608,5470,97713,233027,0,224870,516214,16607,254.4932752,15871,66,17.84,43.26,100,NA
2025-2026,April,15,KARNATAKA,1509,CHIKKAMAGALURU,154869,698.4923331,11,11,400.4796604,2333,39,17176,32905,4844,38970,2061,7867,0,630.3185626,2848,4871,85643,211192,0,179630,401306,19509,229.8389022,16937,69,60.19,10.27,100,NA
2025-2026,April,15,KARNATAKA,1526,UDUPI,89855,403.4409813,9,5,35.06080495,224,26,8388,18700,1056,5220,481,5214,0,110.5042684,1884,2861,39618,95203,0,125428,255570,8612,75.4434635,12639,88,81.32,4.35,100,NA
2025-2026,April,15,KARNATAKA,1503,BENGALURU RURAL,124172,364.4242913,10,57,201.5887891,208,7,7806,38007,5069,21598,2863,7573,0,340.0955295,3777,5752,52163,123204,0,122114,265467,8014,138.5067404,19762,57,46.73,62.93,100,NA
2025-2026,April,15,KARNATAKA,1514,GADAG,896953,696.7093356,9,27,70.80270985,182,29,12753,22216,4050,52113,1555,24860,0,225.5836559,2230,3891,115153,296196,0,167505,398881,12935,154.780946,10551,65,11.33,57.7,100,NA
2025-2026,April,15,KARNATAKA,1517,HAVERI,343669,747.1604306,9,18,387.3017618,1246,52,21824,41296,3957,49310,4861,40258,0,695.8491332,4143,6823,139995,344608,0,278285,627915,23070,308.5473714,21079,53,20.11,55.7,100,NA
2025-2026,April,15,KARNATAKA,1522,MYSURU,129845,1112.831394,11,10,155.4074495,1099,32,22014,31549,5914,55123,5341,33573,0,506.494626,2842,4598,113445,292952,0,349820,849949,23113,351.0871765,17758,74,33.48,41.74,100,NA
2025-2026,April,15,KARNATAKA,1506,BIDAR,284739,95459.00877,2,0,144.5007629,1223,59,42035,316,178,77665,47,52953,0,446.1512306,144,179,153779,304441,0,266518,497819,43258,301.6504677,237,53,73.98,73.83,100,NA
2025-2026,April,15,KARNATAKA,1513,DHARWAR,157876,444.1680585,10,37,153.210558,2590,14,17087,65892,4667,16988,3664,13173,0,445.8817751,6216,10211,74390,195011,0,171552,406856,19677,292.6712171,33294,60,44.27,72.97,100,NA
2025-2026,April,15,KARNATAKA,1515,KALABURAGI,573044,383.8040037,7,68,130.1387615,696,66,37745,159018,31263,130387,4041,10308,0,740.4562121,20154,32205,227745,508307,0,432698,904078,38441,610.3174506,89259,60,39.51,93.06,100,NA
2025-2026,April,15,KARNATAKA,1517,HAVERI,343669,623.051859,10,27,387.3017618,1523,39,21519,62242,6871,49316,8045,40277,0,775.1016999,6020,10101,140023,344679,0,279611,629320,23042,387.7999381,31239,53,24.63,58.34,100,NA
2025-2026,April,15,KARNATAKA,1523,RAICHUR,1291197,1019.393081,10,36,314.0590807,410,18,39478,68660,14493,123232,17427,153150,0,1013.97437,6799,12310,278217,650524,0,378827,849858,39888,699.9152891,37423,49,29.57,74.98,100,NA
2025-2026,April,15,KARNATAKA,1527,UTTARA KANNADA,157923,373.8225239,9,20,74.79324908,820,16,16372,61841,3573,12440,2071,7055,0,305.9688361,6691,10040,76688,195264,0,205687,455731,17192,231.175587,33961,74,33.11,72.62,100,NA
2025-2026,April,15,KARNATAKA,1530,Yadgir,215806,385.7688182,7,135,11.52286384,1202,5,26248,148900,27944,62760,17806,35732,0,585.9326341,18955,26689,147373,299358,0,279595,557929,27450,574.4097703,86363,68,30.67,99.9,100,NA
2025-2026,April,15,KARNATAKA,1531,VIJAYANAGARA,873523,518.5708696,10,118,392.4696381,441,4,14777,123464,30334,111162,20221,91379,0,1032.717977,12152,20690,169021,447362,0,253442,651725,15218,640.2483385,65049,49,29.43,77.43,100,NA
2025-2026,April,15,KARNATAKA,1510,CHITRADURGA,153154,1333.555276,9,13,294.9587188,2131,25,36995,40135,6843,82688,7068,84531,0,830.1811287,4231,6673,163349,395265,0,337039,789456,39126,535.2224099,22005,58,26.76,51.49,100,NA
2025-2026,April,15,KARNATAKA,1511,DAKSHINA KANNADA,101087,320.645291,15,9,63.75628316,1230,3,11197,50881,1987,8629,2374,8734,0,226.9038137,3384,5609,55596,130364,0,172190,362227,12427,163.1475305,25993,87,83.83,78.87,100,NA
2025-2026,April,15,KARNATAKA,1514,GADAG,896953,598.3060441,10,38,70.80270985,194,23,12790,32478,6588,52174,2259,24869,0,265.1205469,3086,5528,115176,296404,0,167600,399196,12984,194.317837,15859,65,10.09,60.96,100,NA
2025-2026,April,15,KARNATAKA,1515,KALABURAGI,573044,356.2026175,7,71,130.1387615,733,61,37740,182102,37263,130437,4765,10310,0,778.7908521,22864,36690,227809,508484,0,432769,904264,38473,648.6520906,101724,60,42.34,93.48,100,NA
2025-2026,April,15,KARNATAKA,1516,HASSAN,216446,462.6004886,12,57,537.737962,3228,25,31827,135440,19145,62020,3483,6304,0,1164.284064,10685,18683,149217,370999,0,283253,653580,35055,626.5461017,70084,66,36.76,66.08,100,NA
2025-2026,April,15,KARNATAKA,1517,HAVERI,343669,605.1532971,10,30,387.3017618,1526,36,21516,66221,7162,49316,8799,40284,0,788.0403267,6197,10403,140030,344693,0,279700,629409,23042,400.7385649,33263,53,26.15,60.51,100,NA
2025-2026,April,15,KARNATAKA,1521,MANDYA,106586,547.1551014,8,15,114.2115854,694,34,19799,41020,5113,32783,270,1937,0,338.654608,4719,6764,115123,279436,0,343861,735960,20493,224.4430226,23711,71,42.81,59.9,100,NA
2025-2026,April,15,KARNATAKA,1527,UTTARA KANNADA,157923,375.8459663,9,20,74.79324908,820,15,16372,61878,3573,12440,2071,7055,0,307.3592161,6699,10049,76688,195264,0,205687,455731,17192,232.565967,33966,74,33.15,72.63,100,NA
2025-2026,April,15,KARNATAKA,1530,Yadgir,215806,358.9643274,7,144,11.52286384,1210,5,26257,163868,31994,62790,18119,35740,0,599.7505279,20572,29162,147431,299501,0,279674,558062,27467,588.2276641,95651,68,31.09,99.91,100,NA
2025-2026,April,15,KARNATAKA,1503,BENGALURU RURAL,124172,356.3710527,11,108,201.5887891,316,3,7722,61490,8279,21614,4705,7576,0,420.7213494,5579,8804,52190,123275,0,122124,265491,8038,219.1325603,31593,57,51.16,64.45,100,NA
2025-2026,April,15,KARNATAKA,1506,BIDAR,284739,3953.653415,6,4,144.5007629,1295,54,42058,8117,2915,77704,1628,52970,0,465.4188106,1199,1680,153786,304532,0,266716,498259,43353,320.9180477,5354,53,48.5,74.55,100,NA
2025-2026,April,15,KARNATAKA,1513,DHARWAR,157876,422.4832576,11,41,153.210558,2663,10,17068,81609,5448,16993,4900,13185,0,497.9949197,7168,11798,74435,195121,0,171583,406937,19731,344.7843617,41152,60,42.38,74.23,100,NA
2025-2026,April,15,KARNATAKA,1519,KOLAR,233197,410.4259193,10,272,355.3144328,1860,1,20118,258110,64015,76764,14346,19922,0,1414.664773,23658,34501,115417,289417,0,245994,584202,21978,1059.35034,139483,50,52.42,79.25,100,NA
2025-2026,April,15,KARNATAKA,1520,KOPPAL,918654,582.8432119,11,286,181.1437378,1213,7,23606,196706,39942,96824,27002,79406,0,1327.631306,17639,32214,218332,567733,0,323900,843594,24819,1146.487568,108072,53,21.68,87.4,100,NA
2025-2026,April,15,KARNATAKA,1521,MANDYA,106586,535.7980402,8,16,114.2115854,732,33,19775,42933,5248,32758,295,1937,0,344.245758,4902,6997,115123,279310,0,343781,735547,20507,230.0341726,25065,71,39.89,59.23,100,NA
2025-2026,April,15,KARNATAKA,1529,RAMANAGARA,176716,779.8655288,10,3,231.7616456,2661,17,25431,26939,3697,41327,188,4366,0,441.8496204,2455,3615,120561,270363,0,201854,429042,28092,210.0879748,14823,78,44.3,41.83,100,NA
2025-2026,April,15,KARNATAKA,1510,CHITRADURGA,153154,1148.495293,9,27,294.9587188,2332,17,36820,54430,9402,82696,9409,84537,0,920.0847069,5616,8900,163364,395318,0,337094,789574,39152,625.1259881,29605,58,25.92,60,100,NA
2025-2026,April,15,KARNATAKA,1518,KODAGU,35041,456.5153013,13,13,79.27096413,115,5,3998,18620,1306,5369,556,2682,0,164.2741132,1348,2177,22807,54597,0,88378,191640,4113,85.0031491,9277,76,55.82,65.46,100,NA
2025-2026,April,15,KARNATAKA,1524,SHIVAMOGGA,252823,323.1674407,9,132,143.1896847,684,3,7564,205565,40175,77553,11692,17101,0,807.5088342,20588,31499,130125,338433,0,249656,573439,8248,664.3191495,114017,68,34.2,79.39,100,NA
2025-2026,April,15,KARNATAKA,1526,UDUPI,89855,374.4592393,14,7,35.06080495,322,1,8391,52239,2410,5230,2070,5251,0,230.6745669,3547,5496,39785,95593,0,125564,255873,8713,195.613762,34285,88,81.64,82.22,100,NA
2025-2026,April,15,KARNATAKA,1527,UTTARA KANNADA,157923,358.6163275,10,26,74.79324908,939,5,16270,92133,5589,12465,3164,7065,0,405.1972301,8377,12741,76763,195450,0,205706,455816,17209,330.403981,50950,74,30.09,74.91,100,NA
2025-2026,April,15,KARNATAKA,1528,CHIKKABALLAPURA,105298,382.3139444,12,579,243.7207409,1965,3,19046,227754,44168,62989,31444,39244,0,1114.456042,17933,28736,111957,281889,0,223977,535047,21011,870.7353009,120522,64,32.88,68.15,100,NA
2025-2026,April,15,KARNATAKA,1529,RAMANAGARA,176716,707.1964732,11,6,231.7616456,2728,13,25348,32956,4101,41328,215,4367,0,464.8253153,2807,4156,120564,270376,0,201870,429074,28076,233.0636697,17942,78,34.38,39.25,100,NA
2025-2026,April,15,KARNATAKA,1501,BAGALKOTE,438789,380.793006,10,275,205.259629,900,8,14061,111192,16007,53055,10645,24057,0,628.6709882,10758,16438,137756,307794,0,276866,560593,14961,423.4113592,65474,52,19.79,76.11,100,NA
2025-2026,April,15,KARNATAKA,1503,BENGALURU RURAL,124172,359.3083168,12,116,201.5887891,355,2,7708,76064,10585,21618,5602,7576,0,474.8930672,6157,9687,52208,123309,0,122126,265495,8063,273.3042781,39366,58,47.79,64.7,100,NA
2025-2026,April,15,KARNATAKA,1506,BIDAR,284739,761.9386538,8,15,144.5007629,2395,45,41134,54426,17069,77856,10893,53037,0,559.1934946,6646,9279,153911,304875,0,266996,498937,43529,414.6927317,34178,53,48.5,91.46,100,NA
2025-2026,April,15,KARNATAKA,1520,KOPPAL,918654,510.8676858,11,348,181.1437378,1378,5,23493,263180,48345,96889,35483,79444,0,1525.645313,22765,41732,218432,567955,0,324090,843967,24871,1344.501575,143925,53,22.52,87.33,100,NA
2025-2026,April,15,KARNATAKA,1522,MYSURU,129845,658.7579215,13,23,155.4074495,1559,9,21442,84599,13158,55107,10566,33554,0,712.7100635,6276,10364,113447,292885,0,349979,850130,23001,557.302614,45405,74,28.76,54.67,100,NA
2025-2026,April,15,KARNATAKA,1524,SHIVAMOGGA,252823,322.9862117,10,145,143.1896847,694,2,7582,218582,42152,77555,12129,17103,0,849.1794059,21505,33005,130144,338489,0,249678,573493,8276,705.9897212,121204,68,34.27,77.02,100,NA
2025-2026,April,15,KARNATAKA,1525,TUMAKURU,179928,451.2985981,12,84,695.5410623,4021,3,42348,213752,22344,72485,15767,38167,0,1660.200842,16579,27719,195929,471421,0,404789,893329,46369,964.6597794,109256,65,22.77,54.37,100,NA
2025-2026,April,15,KARNATAKA,1527,UTTARA KANNADA,157923,368.170497,11,29,74.79324908,962,4,16254,98080,5854,12467,3335,7069,0,435.8948726,8732,13333,76771,195456,0,205722,455833,17216,361.1016235,53942,74,31.52,75.52,100,NA
2025-2026,April,15,KARNATAKA,1501,BAGALKOTE,438789,67524.14055,2,1,205.259629,530,76,14249,146,10,52926,2,23967,0,303.8448742,52,73,137471,306982,0,276617,559882,14779,98.5852452,68,51,20.92,0,0,NA
2025-2026,April,15,KARNATAKA,1516,HASSAN,216446,326348.7712,2,0,537.737962,1931,92,32929,67,6,61886,0,6275,0,756.3916387,24,32,149000,370460,0,283139,653316,34860,218.6536767,42,66,18.76,2.21,100,NA
2025-2026,April,15,KARNATAKA,1521,MANDYA,106586,575799.8157,2,0,114.2115854,256,134,20297,14,0,32804,0,1945,0,194.8235596,7,14,115014,279746,0,344636,738473,20553,80.6119742,8,70,53.98,2.03,100,NA
2025-2026,April,15,KARNATAKA,1522,MYSURU,129845,0,0,0,155.4074495,585,102,22434,0,0,55027,0,33516,0,386.6427883,0,0,113283,292566,0,349746,849791,23019,231.2353388,0,74,75.22,11.12,0,NA
2025-2026,April,15,KARNATAKA,1523,RAICHUR,1291197,282543.5812,3,0,314.0590807,127,53,37697,174,24,123151,4,153079,0,805.684912,56,120,278078,650221,0,377404,847114,37824,491.6258313,86,52,0,59.84,100,NA
2025-2026,April,15,KARNATAKA,1524,SHIVAMOGGA,252823,6103.633045,5,1,143.1896847,476,140,7603,670,40,77311,64,17068,0,184.0840261,131,227,129708,337342,0,249460,572910,8079,40.8943414,282,69,55.51,20.1,0,NA
2025-2026,April,15,KARNATAKA,1530,Yadgir,215806,0,0,0,11.52286384,498,87,26399,0,0,62481,0,35472,0,99.08919324,0,0,146767,297771,0,278687,555669,26897,87.5663294,0,69,0,0,0,NA
2025-2026,April,15,KARNATAKA,1531,VIJAYANAGARA,873523,29994.29919,3,0,392.4696381,246,14,14687,996,245,111107,283,91597,0,691.212858,301,439,168841,447422,0,252904,651276,14933,298.7432199,522,49,0,79.6,100,NA
2025-2026,April,15,KARNATAKA,1505,BALLARI,1060686,1460.029839,14,2,81.73407065,49,47,6546,2422,453,67572,328,95783,0,117.0959933,170,360,112746,323725,0,173501,484639,6595,35.3619227,1189,38,85.02,0,100,NA
2025-2026,April,15,KARNATAKA,1510,CHITRADURGA,153154,8876.822565,11,1,294.9587188,821,41,38961,5084,918,82682,359,84532,0,746.256378,447,753,163337,395177,0,336945,789243,39782,451.2976592,2859,58,10.08,35.7,100,NA
2025-2026,April,15,KARNATAKA,1520,KOPPAL,918654,1825.965728,9,52,181.1437378,688,23,24082,34162,7781,96570,3324,79300,0,804.9301498,3706,6470,217939,566830,0,323620,842968,24770,623.786412,19160,53,22.47,57.94,100,NA
2025-2026,April,15,KARNATAKA,1528,CHIKKABALLAPURA,105298,417.1044719,11,158,243.7207409,1872,32,18886,57126,10586,62790,7875,39097,0,481.9958415,5045,8081,111621,281059,0,223929,534856,20758,238.2751006,30398,64,30.38,26.84,100,NA
2025-2026,April,15,KARNATAKA,1530,Yadgir,215806,296.7301872,7,71,11.52286384,929,54,26222,76455,16161,62614,10108,35631,0,238.3879284,10575,14660,147086,298608,0,279051,556588,27151,226.8650646,46134,69,23.28,74.76,100,NA
2025-2026,April,15,KARNATAKA,1503,BENGALURU RURAL,124172,0,0,0,201.5887891,71,48,7843,0,0,21538,0,7548,0,222.4960391,0,0,52078,123006,0,122103,265440,7914,20.90725,0,57,0,0,0,NA
2025-2026,April,15,KARNATAKA,1506,BIDAR,284739,0,0,0,144.5007629,321,84,42265,0,0,77535,0,52904,0,344.6372201,0,0,153729,304051,0,265419,495507,42586,200.1364572,0,54,50.13,24.48,0,NA
2025-2026,April,15,KARNATAKA,1518,KODAGU,35041,926418.1733,1,0,79.27096413,62,26,4006,3,0,5367,2,2677,0,107.0635093,2,3,22749,54457,0,88331,191515,4068,27.7925452,2,76,99.55,0,100,NA
2025-2026,April,15,KARNATAKA,1528,CHIKKABALLAPURA,105298,0,0,0,243.7207409,773,74,20031,0,0,62673,0,39076,0,328.9706562,0,0,111476,280687,0,223888,534746,20804,85.2499153,0,63,0,100,0,NA
2025-2026,April,15,KARNATAKA,1501,BAGALKOTE,438789,1088.617695,8,33,205.259629,706,59,14158,10121,1567,52929,1069,23988,0,315.4386259,1159,1808,137524,307169,0,276739,560202,14864,110.1789969,5760,51,28.48,20.42,100,NA
2025-2026,April,15,KARNATAKA,1504,BELAGAVI,1169571,460.3854252,6,177,500.1337721,603,129,60044,86522,10705,92258,6386,74975,0,898.4684497,13065,16903,367214,802767,0,839512,1698949,60647,398.3346776,54502,44,30.12,33.5,100,NA
2025-2026,April,15,KARNATAKA,1522,MYSURU,129845,4883.329056,10,1,155.4074495,828,84,22252,5453,991,55076,838,33549,0,421.6953829,512,815,113373,292784,0,349799,849907,23080,266.2879334,3104,74,44.22,9.31,100,NA
2025-2026,April,15,KARNATAKA,1517,HAVERI,343669,4074.606162,8,2,387.3017618,873,73,22223,5208,624,49294,521,40240,0,599.5072507,631,1013,139961,344517,0,275913,625430,23096,212.2054889,2573,53,11.39,8.94,100,NA
2025-2026,April,15,KARNATAKA,1528,CHIKKABALLAPURA,105298,753.4462223,11,65,243.7207409,1862,51,18893,18122,2788,62734,2458,39092,0,380.2602653,1556,2536,111538,280863,0,223911,534809,20755,136.5395244,9641,64,32.21,28.08,100,NA
2025-2026,April,15,KARNATAKA,1504,BELAGAVI,1169571,421.3627396,6,268,500.1337721,711,65,59983,156952,16878,92257,13355,74934,0,1161.471019,23887,30117,367351,802580,0,840002,1698819,60694,661.337247,100931,44,29.81,38.14,100,NA
2025-2026,April,15,KARNATAKA,1509,CHIKKAMAGALURU,154869,672.1711104,11,11,400.4796604,2333,41,17175,31367,4710,38969,1882,7859,0,611.3195726,2714,4655,85637,211172,0,179630,401303,19508,210.8399122,16176,69,60.94,9.67,100,NA
2025-2026,April,15,KARNATAKA,1510,CHITRADURGA,153154,6090.643101,11,2,294.9587188,844,41,38943,7455,1362,82685,671,84532,0,749.016162,667,1135,163332,395167,0,336959,789275,39787,454.0574432,4069,58,10.37,26.98,100,NA
2025-2026,April,15,KARNATAKA,1518,KODAGU,35041,812.5678058,10,5,79.27096413,100,13,3995,5747,420,5369,161,2681,0,125.9692359,559,928,22766,54502,0,88354,191573,4095,46.6982718,2773,76,58.48,16.34,100,NA
2025-2026,April,15,KARNATAKA,1522,MYSURU,129845,1520.252331,11,7,155.4074495,861,59,22220,20385,3583,55096,3694,33560,0,465.3108872,1790,2967,113397,292850,0,349809,849922,23081,309.9034377,11473,74,35.96,14.45,100,NA
2025-2026,April,15,KARNATAKA,1529,RAMANAGARA,176716,5474.83855,9,0,231.7616456,2439,42,25671,2489,181,41312,3,4364,0,368.0303771,250,366,120554,270336,0,201835,428993,28110,136.2687315,1341,78,51.18,2.15,100,NA
2025-2026,April,15,KARNATAKA,1530,Yadgir,215806,286.3732457,7,100,11.52286384,1061,38,26197,99925,20886,62665,11879,35677,0,297.6813296,13394,18606,147197,298863,0,279198,556950,27258,286.1584658,59026,69,28.41,70.1,100,NA
2025-2026,April,15,KARNATAKA,1504,BELAGAVI,1169571,378.4424803,9,599,500.1337721,1151,4,60054,574475,64011,92330,51995,74861,0,2674.191211,58101,74904,368402,802687,0,841693,1697873,61205,2174.057439,366620,44,35.97,77.48,100.01,NA
2025-2026,April,15,KARNATAKA,1510,CHITRADURGA,153154,914.5089459,10,36,294.9587188,2720,10,36271,71315,11397,82694,12977,84542,0,947.1407736,6959,11163,163383,395351,0,337136,789662,38991,652.1820548,38922,59,31,62.97,100,NA
2025-2026,April,15,KARNATAKA,1511,DAKSHINA KANNADA,101087,356.0896236,19,12,63.75628316,1581,0,10878,80571,3021,8629,3776,8734,0,350.6612538,4197,6950,55645,130473,0,172285,362437,12459,286.9049706,41163,87,82.37,79.34,100,NA
