fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,June,15,KARNATAKA,1514,GADAG,1656168,341.8494817,17,825,71.12721087,2059,0,11514,992507,154180,53507,88298,25419,0,3464.007247,55751,115675,118396,304414,4,168534,402051,13573,3392.880036,483780,64,70.77,81.23,100.01,NA
2025-2026,June,15,KARNATAKA,1520,KOPPAL,3553156,315.0429965,22,2768,183.2711648,4263,0,23157,3527477,590929,99191,524739,81217,0,11296.34041,154228,314884,222649,580856,40,326277,851954,27420,11113.06924,1876907,50,37.85,88.11,100.01,NA
2025-2026,June,15,KARNATAKA,1523,RAICHUR,4549280,291.7710449,19,654,318.3959257,7191,0,33263,2595434,471645,125533,702362,156543,0,7891.120826,135104,247403,283284,662461,7,382740,859167,40454,7572.7249,1428198,48,37.4,67.98,100,NA
2025-2026,June,15,KARNATAKA,1524,SHIVAMOGGA,889298,341.762381,21,322,143.1896847,1438,0,8407,1052356,242532,78847,61493,17362,0,3739.746607,50082,81041,132143,343853,14,250233,575480,9845,3596.556922,598989,65,34.99,78.04,100.02,NA
2025-2026,June,15,KARNATAKA,1502,BENGALURU,13512,299.7049669,17,1,16.85159109,151,11,1310,6040,1352,2393,179,285,0,34.95377109,346,551,5326,11957,0,63072,141104,1461,18.10218,3316,81,62.25,32.41,101.93,NA
2025-2026,June,15,KARNATAKA,1512,DAVANAGERE,842721,366.5757399,26,208,161.3175112,2491,0,10017,1001270,248824,61420,197076,41579,0,3831.730422,38078,63805,111584,264835,25,241726,531480,12508,3670.41291,538410,65,33.01,71.06,100,NA
2025-2026,June,15,KARNATAKA,1519,KOLAR,784585,375.0886819,29,1095,358.8851077,4533,1,18887,1440646,357436,77213,83036,20032,0,5762.5852,49668,75095,116839,291922,69,246558,584866,23420,5403.700092,783632,51,40.91,62.49,100.02,NA
2025-2026,June,15,KARNATAKA,1526,UDUPI,267851,371.0231126,27,20,39.50841802,1400,0,8361,250403,10953,5375,12054,5466,0,968.5614227,9152,14761,41235,99038,43,126154,257206,9761,929.0530047,165050,88,80.43,75.67,100.01,NA
2025-2026,June,15,KARNATAKA,1527,UTTARA KANNADA,486989,360.8769396,22,68,82.27855339,2746,0,15168,494962,27898,12757,18557,7139,0,1868.482271,21930,35337,77921,198345,6,206052,456715,17914,1786.203718,271293,74,34.74,66.13,100.07,NA
2025-2026,June,15,KARNATAKA,1528,CHIKKABALLAPURA,465820,372.807874,24,1085,246.177965,5029,0,16225,819883,168515,63428,103617,39464,0,3302.766347,33066,54590,112574,283443,47,224166,535525,21254,3056.588382,437080,64,33.11,65.02,100.03,NA
2025-2026,June,15,KARNATAKA,1504,BELAGAVI,4149289,348.2814788,22,2740,502.8760173,13352,0,50457,3754105,428400,94703,371058,76523,0,13577.72843,167497,234043,378511,822730,83,846191,1705244,63809,13074.85241,2357233,45,34.59,71.47,100.45,NA
2025-2026,June,15,KARNATAKA,1510,CHITRADURGA,1016097,410.7933721,15,140,294.9587188,10204,1,29555,637934,132338,83057,170146,85146,1.555,2917.104309,40703,62915,164077,397134,0,337739,791147,39759,2620.59059,355965,59,44.76,65.96,100.12,NA
2025-2026,June,15,KARNATAKA,1511,DAKSHINA KANNADA,305013,364.218235,32,21,71.85863686,3540,0,9761,250654,9539,8726,11907,8841,0,984.7862116,7824,13096,56417,132281,39,172620,363245,13301,912.9275747,132901,87,72.26,63.96,100,NA
2025-2026,June,15,KARNATAKA,1515,KALABURAGI,2024137,337.6074621,19,489,130.9740235,6469,1,34404,2333957,574336,134525,53422,10720,2,8012.587019,121869,205490,233890,524011,9,435735,912597,40873,7879.612995,1301920,60,48.05,90.09,100.05,NA
2025-2026,June,15,KARNATAKA,1517,HAVERI,1309224,357.6709117,25,579,390.865441,2999,0,20422,1120183,180721,50112,184386,41017,2,4399.43419,44396,78764,141941,348577,25,290107,640794,23421,4006.568749,567599,52,27.4,66.46,100.02,NA
2025-2026,June,15,KARNATAKA,1523,RAICHUR,4549280,290.1192029,19,656,318.3959257,7191,0,33319,2627044,475129,125563,709552,156555,0,7939.955038,136517,250404,283316,662551,7,382797,859278,40510,7621.559113,1444656,48,37.42,67.54,100,NA
2025-2026,June,15,KARNATAKA,1524,SHIVAMOGGA,889298,341.4354293,21,323,143.1896847,1450,0,8418,1057970,242776,78859,61720,17365,0,3755.474097,50217,81324,132156,343898,16,250248,575522,9868,3612.284412,602022,65,35.13,78.08,100.02,NA
2025-2026,June,15,KARNATAKA,1525,TUMAKURU,700899,378.8957702,22,285,695.5410623,13109,0,39693,1275357,174307,73419,103339,38620,0,5527.81479,57282,95040,197794,476018,35,406009,896321,52802,4832.273727,650949,67,24.58,64.47,100.05,NA
2025-2026,June,15,KARNATAKA,1526,UDUPI,267851,368.6813867,27,19,39.50841802,1374,0,8368,246931,10872,5364,11825,5466,0,949.8970531,9082,14644,41208,98970,40,126145,257181,9742,910.3886351,162905,88,80.37,75.67,100.01,NA
2025-2026,June,15,KARNATAKA,1529,RAMANAGARA,783270,385.4767307,20,77,236.8863324,5908,1,22927,424585,62065,41538,5687,4386,0,1873.56271,20320,30973,121007,271265,2,202037,429338,28835,1636.676377,227957,78,53.84,65.78,100.11,NA
2025-2026,July,15,KARNATAKA,1507,VIJAYPURA,1237452,366.5954308,20,699,156.5553517,6094,3,28796,1031638,179839,58558,23578,5619,0.0995,3938.592622,50189,74909,138346,295012,12,356322,780908,34890,3781.937771,563307,71,61.09,81.02,100.03,NA
2025-2026,July,15,KARNATAKA,1511,DAKSHINA KANNADA,399927,364.0319495,33,23,71.85863686,4177,0,9274,277144,10390,8738,13327,8860,0.0933,1080.844643,8349,13957,56529,132545,56,172715,363467,13451,1008.892706,147253,88,72.34,63.41,100.01,NA
2025-2026,July,15,KARNATAKA,1514,GADAG,1771640,341.6368335,18,848,71.12721087,2629,0,11184,1050747,165251,53562,94788,25436,0.59335,3661.45934,56922,117985,118449,304570,5,168618,402245,13813,3589.738779,512695,64,69.85,80.68,100.01,NA
2025-2026,July,15,KARNATAKA,1516,HASSAN,1262336,375.8460375,25,220,540.2978424,11622,3,25387,1051081,136596,62513,20294,6371,0,4490.744132,42040,75140,150367,373840,46,283956,655153,37009,3950.446289,537972,66,29.03,50.08,100.04,NA
2025-2026,July,15,KARNATAKA,1519,KOLAR,1111305,371.2109837,31,1121,358.8851077,4639,1,19033,1618621,403247,77355,94370,20065,0.11298,6367.497025,51811,78728,117090,292432,105,246673,584942,23672,6008.498937,882248,51,40.75,63.19,100.01,NA
2025-2026,July,15,KARNATAKA,1520,KOPPAL,4194675,314.6574524,25,2967,183.2711648,5015,0,22893,4212040,706917,99453,625962,81372,0.1,13436.86892,162943,334605,223208,582298,98,326569,852829,27908,13253.49776,2241996,50,40.3,88.66,100.01,NA
2025-2026,July,15,KARNATAKA,1527,UTTARA KANNADA,569540,359.8981883,23,73,82.27855339,3257,0,14818,541329,30707,12764,20240,7147,0.099,2030.610817,23102,37402,78074,198729,11,206099,456858,18075,1948.233264,296357,74,34.93,66.4,100.07,NA
2025-2026,July,15,KARNATAKA,1530,Yadgir,1330506,345.1179737,20,504,11.52286384,7216,0,23263,1510016,273948,65051,204908,37489,0,5222.859486,73446,112054,152348,311107,14,283828,568242,30479,5211.336622,864640,69,59.55,95.32,100.01,NA
2025-2026,July,15,KARNATAKA,1517,HAVERI,1627209,356.7963435,26,601,390.865441,3337,0,20261,1252990,203370,50207,206247,41053,2,4863.487945,47194,84045,142069,348900,32,290495,641341,23598,4470.622504,636324,52,28.19,68.14,100.03,NA
2025-2026,July,15,KARNATAKA,1526,UDUPI,295391,369.313557,27,20,39.50841802,1483,0,8353,264610,11460,5385,12883,5470,0,1016.749021,9564,15459,41327,99253,52,126182,257279,9836,977.2406032,173866,88,80.82,75.73,100.01,NA
2025-2026,July,15,KARNATAKA,1529,RAMANAGARA,1124700,381.6019685,21,86,236.8863324,6118,1,22933,480404,70343,41571,6250,4388,0,2070.117453,21915,33432,121067,271409,2,202079,429435,29051,1833.231121,258156,78,53.19,66.01,100.13,NA
2025-2026,July,15,KARNATAKA,1502,BENGALURU,20274,283.1025375,17,1,16.85159109,157,6,1313,6739,1491,2396,187,285,0,35.92987109,382,610,5335,11979,0,63078,141125,1470,19.07828,3669,81,63.28,33.98,101.82,NA
2025-2026,July,15,KARNATAKA,1503,BENGALURU RURAL,518786,350.4020709,26,257,201.6742154,1698,0,6847,370879,44917,21791,23150,7661,0,1501.241912,14046,22930,52614,124358,7,122335,266042,8545,1299.567696,191234,59,45.34,67.31,100.01,NA
2025-2026,July,15,KARNATAKA,1507,VIJAYPURA,1237452,369.6063698,19,675,156.5553517,5924,3,28336,908369,159754,58476,21207,5614,0,3513.945037,46872,69751,138141,294545,10,356205,780659,34260,3357.389685,499664,70,60.09,79.79,100.03,NA
2025-2026,July,15,KARNATAKA,1514,GADAG,1771640,340.4541017,18,842,71.12721087,2324,0,11374,1027634,161478,53549,93280,25424,0,3569.749314,56469,117189,118424,304510,5,168581,402180,13698,3498.622103,500895,64,70.03,81.03,100.01,NA
2025-2026,July,15,KARNATAKA,1525,TUMAKURU,1109235,377.4877134,23,299,695.5410623,15235,0,38126,1392768,193928,73526,115983,38661,0,5953.069138,59954,99735,197958,476479,58,406113,896641,53361,5257.528076,710475,67,24.68,65.68,100.05,NA
2025-2026,July,15,KARNATAKA,1503,BENGALURU RURAL,518786,362.3024926,26,261,201.6742154,1846,0,6733,386506,46951,21832,23966,7674,0.36646,1602.361547,14430,23545,52665,124482,7,122349,266073,8579,1400.320872,199423,59,45.04,66.98,100.01,NA
2025-2026,July,15,KARNATAKA,1521,MANDYA,677010,364.7374067,19,202,117.4815372,4627,0,17850,718451,81000,33297,3548,1954,0.1791,2738.120183,37578,53715,117362,283508,3,343143,732486,22477,2620.459546,442790,69,65.88,62.64,100.02,NA
2025-2026,July,15,KARNATAKA,1528,CHIKKABALLAPURA,749311,369.704784,26,1126,246.177965,5234,0,16143,903589,185175,63465,114672,39498,0,3586.789726,34614,57247,112637,283590,70,224196,535564,21377,3340.611761,482170,64,33.25,65.84,100.04,NA
2025-2026,June,15,KARNATAKA,1508,CHAMARAJA NAGARA,608424,380.967731,19,267,111.8365926,2403,0,15158,611084,190093,68617,54555,25568,0,2439.869442,31094,47202,99175,236581,7,225373,517358,17561,2328.03285,348040,67,24.51,68.28,100.07,NA
2025-2026,June,15,KARNATAKA,1511,DAKSHINA KANNADA,305013,362.3216605,32,21,71.85863686,3772,0,9570,259138,9902,8726,12328,8847,0,1010.771742,8001,13386,56441,132343,47,172661,363348,13342,938.9131047,137363,87,72.54,64.44,100.01,NA
2025-2026,June,15,KARNATAKA,1512,DAVANAGERE,842721,368.3124923,26,209,161.3175112,2504,0,10032,1017229,253261,61432,198940,41583,0,3907.898993,38386,64342,111629,264944,25,241768,531546,12536,3746.581482,546728,65,33.15,70.89,100,NA
2025-2026,June,15,KARNATAKA,1517,HAVERI,1309224,360.5047896,25,589,390.865441,3108,0,20393,1198598,195000,50157,197549,41025,2,4713.86864,46260,82329,142000,348721,29,290297,641087,23501,4321.003199,607922,52,27.7,67.45,100.02,NA
2025-2026,June,15,KARNATAKA,1521,MANDYA,435931,363.0730287,18,198,117.4815372,4424,0,17883,672115,75147,33280,3234,1952,0,2557.749824,36681,52346,117230,283369,3,343220,733001,22307,2440.268287,413853,69,65.54,61.9,100.02,NA
2025-2026,June,15,KARNATAKA,1523,RAICHUR,4549280,287.9459653,19,685,318.3959257,7295,0,33441,2825808,515398,125705,751400,156716,0,8455.196049,142802,263393,283640,663325,7,383071,859986,40736,8136.800123,1553378,48,38.43,68.17,100.01,NA
2025-2026,July,15,KARNATAKA,1503,BENGALURU RURAL,518786,363.538402,26,261,201.6742154,1879,0,6706,390549,47539,21835,24157,7674,0.36646,1621.836269,14510,23673,52677,124504,7,122354,266084,8585,1419.795594,201537,59,45.12,67.05,100.01,NA
2025-2026,July,15,KARNATAKA,1504,BELAGAVI,4848243,350.5635894,23,2851,502.8760173,14933,0,49524,4139142,469953,94887,419276,76696,0.295,15013.49578,173454,243379,379396,824676,163,846615,1706033,64457,14510.32477,2587151,45,34.19,71.2,100.68,NA
2025-2026,July,15,KARNATAKA,1505,BALLARI,3846611,275.0356035,29,1904,82.2036643,755,0,8674,2687543,514599,70439,859587,99932,0,7473.903774,91940,190953,118366,338458,12,175885,491409,9429,7391.70011,1493543,31,83.36,93.68,100,NA
2025-2026,July,15,KARNATAKA,1506,BIDAR,2066485,356.7840271,23,405,144.8341901,7971,0,38085,2012321,522082,80524,382789,54810,0.413,7324.887091,85526,128688,158442,314526,7,270217,506034,46056,7179.639901,1127502,55,53.47,87.44,100.1,NA
2025-2026,July,15,KARNATAKA,1515,KALABURAGI,2303588,341.5594825,19,493,130.9740235,7636,1,33627,2408825,593328,134623,54063,10731,2,8360.544229,123107,207737,234034,524401,9,435965,913171,41263,8227.570206,1345074,60,48.38,89.93,100.05,NA
2025-2026,July,15,KARNATAKA,1516,HASSAN,1262336,374.6057636,24,220,540.2978424,11507,3,25541,1031551,133484,62502,20169,6371,0,4404.547343,41472,74142,150333,373748,42,283948,655126,37048,3864.249501,527798,66,28.91,49.78,100.04,NA
2025-2026,July,15,KARNATAKA,1517,HAVERI,1627209,360.8826603,26,607,390.865441,3394,0,20219,1277410,208410,50204,209478,41061,2.38192,5003.198551,47622,84833,142099,348938,36,290527,641365,23613,4609.95119,649142,52,28.32,68.03,100.03,NA
2025-2026,July,15,KARNATAKA,1520,KOPPAL,4194675,311.8641797,25,2957,183.2711648,4958,0,22939,4133226,691340,99440,613613,81356,0,13073.32253,162609,333699,223163,582214,96,326561,852826,27897,12890.05136,2201263,50,39.82,88.55,100.01,NA
2025-2026,July,15,KARNATAKA,1522,MYSURU,667391,402.5488186,23,79,162.6739931,4990,0,19989,517401,86239,56043,57285,34120,0.0615,2245.527106,22041,37669,115005,296905,12,350895,851642,24979,2082.791613,274103,74,26.92,56.41,100.16,NA
2025-2026,July,15,KARNATAKA,1525,TUMAKURU,1109235,380.282207,23,314,695.5410623,16382,0,37411,1474155,206405,73583,122492,38685,0,6301.490231,61650,102757,198113,476874,77,406203,896897,53793,5605.949169,751913,67,25.11,66.27,100.04,NA
2025-2026,July,15,KARNATAKA,1518,KODAGU,146670,355.8142919,26,38,79.70468773,996,2,3592,121766,7694,5436,5664,2730,0,512.9655184,4537,7471,23236,55694,5,88599,192198,4588,433.2608307,60488,76,60.93,66.39,100.01,NA
2025-2026,July,15,KARNATAKA,1520,KOPPAL,4194675,313.820977,24,2871,183.2711648,4804,0,22992,3912744,657942,99383,587554,81323,0,12462.28261,158821,325395,223000,581823,72,326504,852661,27796,12279.01145,2082599,50,39.83,88.21,100.01,NA
2025-2026,June,15,KARNATAKA,1514,GADAG,1656168,341.3487778,18,836,71.12721087,2267,0,11413,1020618,159672,53548,92574,25424,0,3554.99428,56303,116851,118421,304509,4,168576,402163,13680,3483.867069,497649,64,70.24,81.08,100.01,NA
2025-2026,June,15,KARNATAKA,1518,KODAGU,110784,356.9240602,26,38,79.70468773,986,2,3578,118198,7356,5434,5573,2724,0,501.5817884,4478,7365,23219,55660,4,88596,192186,4564,421.8771007,58627,76,60.58,65.98,100.01,NA
2025-2026,June,15,KARNATAKA,1523,RAICHUR,4549280,287.6821629,19,682,318.3959257,7295,0,33417,2785535,506009,125631,741557,156683,0,8331.883263,141403,260688,283553,663134,7,383037,859907,40712,8013.487337,1531269,48,38.26,68.12,100.01,NA
2025-2026,June,15,KARNATAKA,1524,SHIVAMOGGA,889298,342.1866407,21,330,143.1896847,1481,0,8496,1087132,248095,78913,62990,17379,0,3863.210156,50915,82613,132251,344164,18,250265,575591,9977,3720.020471,617861,65,35.44,78.04,100.03,NA
2025-2026,July,15,KARNATAKA,1508,CHAMARAJA NAGARA,774965,378.6971771,21,295,111.8365926,2688,0,15110,716287,222498,69017,67180,25724,0,2824.395242,33738,51349,99529,237482,10,225496,517667,17798,2712.558649,410142,68,25.39,69.89,100.24,NA
2025-2026,July,15,KARNATAKA,1513,DHARWAR,776842,369.7210582,23,139,166.2238908,7166,1,16019,731909,60072,17376,46288,13492,0.064,2872.30959,31301,53578,75946,198995,37,172457,408876,23185,2706.0217,354585,64,46.29,71.08,100.07,NA
2025-2026,July,15,KARNATAKA,1515,KALABURAGI,2303588,340.7273096,19,500,130.9740235,8073,1,33354,2449373,603287,134664,54743,10729,2,8478.656749,124009,209451,234104,524573,10,436046,913341,41427,8345.682726,1366658,60,48.33,89.91,100.06,NA
2025-2026,July,15,KARNATAKA,1519,KOLAR,1111305,374.8720211,31,1121,358.8851077,4639,1,19047,1620000,403821,77358,94405,20065,0.11298,6431.92483,51814,78734,117091,292443,105,246709,585022,23686,6072.926742,883054,51,40.73,63.21,100.01,NA
2025-2026,July,15,KARNATAKA,1523,RAICHUR,5617421,286.3914129,20,741,318.3959257,7662,0,33298,3257601,588230,126002,851507,157270,0.05713,9647.942588,155406,288762,284420,665071,13,383321,860715,40960,9329.489532,1791048,48,40.65,70.25,100.01,NA
2025-2026,July,15,KARNATAKA,1524,SHIVAMOGGA,1034270,344.0164315,21,343,143.1896847,1576,0,8650,1138852,261238,78995,65958,17388,0.03,4061.057696,52136,84641,132383,344547,27,250321,575787,10226,3917.838011,648626,65,36.01,78.07,100.03,NA
2025-2026,July,15,KARNATAKA,1529,RAMANAGARA,1124700,383.5930878,22,91,236.8863324,6278,1,22949,525406,77264,41618,6752,4390,0.018,2252.325431,23180,35463,121133,271550,4,202122,429502,29227,2015.421099,281997,78,53.3,66.69,100.44,NA
2025-2026,July,15,KARNATAKA,1530,Yadgir,1330506,348.3386369,20,505,11.52286384,7248,0,23316,1543700,279449,65094,209661,37506,0,5388.826402,73896,112821,152459,311364,16,283909,568461,30564,5377.303538,884262,69,59.63,95.4,100.01,NA
2025-2026,July,15,KARNATAKA,1502,BENGALURU,20274,303.3454596,18,1,16.85159109,158,4,1323,7257,1607,2399,218,285,0,38.86537109,395,629,5342,12001,0,63094,141156,1481,22.01378,3943,81,62.94,34.68,101.75,NA
2025-2026,July,15,KARNATAKA,1504,BELAGAVI,4848243,348.8694125,24,2866,502.8760173,15016,0,49473,4216350,475629,94930,430929,76761,0.295,15212.72649,174426,244860,379586,825025,175,846744,1706290,64489,14709.55547,2632522,45,34.29,71.32,100.73,NA
2025-2026,July,15,KARNATAKA,1508,CHAMARAJA NAGARA,774965,379.9991759,20,286,111.8365926,2682,0,15033,692966,215122,68922,63856,25686,0,2745.101682,33030,50216,99431,237249,10,225472,517610,17715,2633.265089,395128,67,25.45,69.63,100.24,NA
2025-2026,July,15,KARNATAKA,1509,CHIKKAMAGALURU,700510,378.9257087,24,81,407.5869018,7038,0,14833,546665,76705,39319,24632,7997,0.048,2479.089127,22313,38508,86415,213052,5,180029,402269,21871,2071.454225,286698,68,53.56,71.13,100.09,NA
2025-2026,July,15,KARNATAKA,1512,DAVANAGERE,1019909,368.998074,27,217,161.3175112,2516,0,10226,1076969,267571,61568,207043,41650,0.29643,4135.608809,39561,66410,111819,265426,27,241859,531814,12742,3973.994867,577485,65,33.73,71.44,100,NA
2025-2026,July,15,KARNATAKA,1527,UTTARA KANNADA,569540,360.8973883,23,73,82.27855339,3283,0,14799,542663,30741,12767,20282,7161,0.099,2040.834148,23131,37451,78084,198754,11,206107,456879,18082,1958.456594,297134,74,35.04,66.43,100.07,NA
2025-2026,July,15,KARNATAKA,1503,BENGALURU RURAL,518786,369.7263901,27,267,201.6742154,2001,0,6693,411817,49588,21857,25292,7686,110.11767,1834.388013,14988,24546,52751,124712,7,122404,266199,8694,1522.596128,212463,59,44.84,67.21,100.01,NA
2025-2026,July,15,KARNATAKA,1515,KALABURAGI,2303588,342.8493551,19,500,130.9740235,8327,1,33248,2471178,608167,134696,55074,10729,109.94554,8713.337399,124345,210037,234133,524672,10,436153,913601,41575,8472.417836,1378108,61,48.53,89.9,100.06,NA
2025-2026,July,15,KARNATAKA,1517,HAVERI,1627209,363.3869679,27,622,390.865441,3434,0,20244,1335439,218429,50275,219126,41089,300.11493,5543.791662,48753,86948,142200,349226,40,290641,641690,23678,4852.811291,677722,52,28.68,68.5,100.03,NA
2025-2026,July,15,KARNATAKA,1520,KOPPAL,4194675,313.5832886,27,3029,183.2711648,5078,0,23014,4536763,761740,99572,665373,81483,331.28978,14741.09155,166530,343322,223576,583177,118,326729,853257,28092,14226.53061,2413548,50,41.49,89.03,100.01,NA
2025-2026,July,15,KARNATAKA,1525,TUMAKURU,1109235,383.9941498,24,318,695.5410623,17228,0,36920,1524911,213921,73674,127931,38733,13.22409,6564.334181,62596,104367,198239,477219,81,406300,897189,54148,5855.569029,777554,67,25.36,66.86,100.04,NA
2025-2026,July,15,KARNATAKA,1527,UTTARA KANNADA,569540,363.2641605,23,73,82.27855339,3320,0,14762,543754,30782,12767,20349,7161,0.099,2057.640957,23164,37501,78100,198804,11,206125,456939,18082,1975.263404,297730,74,35.02,66.38,100.07,NA
2025-2026,July,15,KARNATAKA,1502,BENGALURU,20274,317.4747235,18,1,16.85159109,158,4,1328,7596,1671,2396,225,286,0,40.96697109,402,644,5345,12008,0,63105,141173,1486,24.11538,4107,81,63.18,35.43,101.7,NA
2025-2026,July,15,KARNATAKA,1503,BENGALURU RURAL,518786,367.2338794,27,267,201.6742154,1986,0,6684,410954,49463,21856,25341,7686,33.19539,1744.031922,15008,24577,52738,124682,7,122398,266183,8670,1509.162317,211929,59,45,67.1,100.01,NA
2025-2026,July,15,KARNATAKA,1509,CHIKKAMAGALURU,700510,381.4617194,24,81,407.5869018,7063,0,14829,546974,76801,39324,24632,8001,0.19558,2494.278907,22314,38512,86419,213068,5,180034,402287,21892,2086.496425,286869,68,53.56,71.11,100.09,NA
2025-2026,July,15,KARNATAKA,1511,DAKSHINA KANNADA,399927,366.7524726,33,23,71.85863686,4270,0,9267,277688,10452,8758,13360,8867,0.0933,1090.379543,8359,13973,56575,132658,56,172749,363565,13537,1018.427606,147590,88,72.32,63.25,100.01,NA
2025-2026,July,15,KARNATAKA,1515,KALABURAGI,2303588,341.4901318,19,500,130.9740235,8106,1,33374,2457991,605393,134673,54816,10729,2,8526.770729,124110,209625,234118,524606,10,436071,913403,41480,8393.796706,1371057,61,48.44,89.94,100.06,NA
2025-2026,July,15,KARNATAKA,1517,HAVERI,1627209,363.2381269,27,620,390.865441,3433,0,20225,1330245,217664,50267,218246,41082,222.92261,5445.745072,48651,86769,142190,349197,40,290634,641663,23658,4831.957021,675238,52,28.58,68.58,100.03,NA
2025-2026,July,15,KARNATAKA,1520,KOPPAL,4194675,315.0828642,26,2993,183.2711648,5066,0,22964,4380908,739345,99503,645973,81410,120.1727,14106.93427,164453,338124,223334,582599,111,326637,853037,28030,13803.4904,2332138,50,40.9,88.77,100.01,NA
2025-2026,July,15,KARNATAKA,1504,BELAGAVI,4848243,350.2746638,24,2897,502.8760173,15570,0,49788,4451038,505058,95169,460725,76934,892.57493,16986.30934,178264,251195,380195,826512,248,847184,1707298,65358,15590.85839,2764242,45,34.39,71.26,100.9,NA
2025-2026,July,15,KARNATAKA,1514,GADAG,1771640,341.9261487,18,864,71.12721087,2808,0,11430,1091425,176330,53628,97883,25443,251.47143,4054.466109,58198,120811,118524,304722,5,168700,402402,14238,3731.867468,533352,65,68.86,80.13,100.01,NA
2025-2026,July,15,KARNATAKA,1517,HAVERI,1627209,361.0901002,28,641,390.865441,3555,0,20243,1409548,232009,50354,230102,41192,384.30666,5864.910387,50074,89410,142367,349626,86,290677,641773,23798,5089.738286,714198,52,28.78,69.17,100.04,NA
2025-2026,July,15,KARNATAKA,1526,UDUPI,295391,369.8302704,28,20,39.50841802,1564,0,8480,284892,12355,5401,13735,5485,87.4681,1180.593372,9981,16177,41461,99575,64,126247,257427,10044,1053.616854,186043,88,81.09,74.76,100.01,NA
2025-2026,July,15,KARNATAKA,1505,BALLARI,3846611,276.8966801,32,1931,82.2036643,794,0,8832,2990654,567954,70532,947945,100070,227.41193,8590.637233,93220,194338,118582,338989,32,175935,491526,9626,8281.021639,1662245,32,83.89,93.98,100,NA
2025-2026,July,15,KARNATAKA,1513,DHARWAR,776842,367.9677188,24,142,166.2238908,7605,0,15929,804968,66184,17472,51662,13551,180.91931,3309.165588,32905,56482,76171,199618,47,172539,409062,23534,2962.022387,386714,64,47.23,71.72,100.07,NA
2025-2026,July,15,KARNATAKA,1521,MANDYA,677010,365.2796573,21,219,117.4815372,4993,0,17876,852378,96473,33342,4350,1959,228.32892,3459.373894,40046,57639,117707,284220,9,343241,732448,22869,3113.563437,524144,69,65.64,65.6,100.04,NA
2025-2026,July,15,KARNATAKA,1523,RAICHUR,5617421,285.1866182,22,783,318.3959257,8325,0,32841,3801690,684175,126232,972156,157568,252.90648,11413.21355,165777,309507,285058,666431,16,383556,861291,41166,10841.91114,2083734,48,43.24,72.73,100.01,NA
2025-2026,July,15,KARNATAKA,1525,TUMAKURU,1109235,377.8378516,25,334,695.5410623,17979,0,36771,1690420,241689,73783,143016,38811,445.80168,7528.389354,65857,110108,198443,477765,103,406383,897417,54750,6387.046611,862719,67,25.97,67.89,100.14,NA
2025-2026,July,15,KARNATAKA,1528,CHIKKABALLAPURA,749311,373.4612584,27,1191,246.177965,5360,0,16356,1013410,206718,63559,131019,39579,272.95231,4303.824014,36388,60391,112787,284003,107,224234,535695,21716,3784.693739,541542,64,33.42,66.85,100.05,NA
2025-2026,July,15,KARNATAKA,1503,BENGALURU RURAL,518786,359.0342355,28,280,201.6742154,2023,0,6788,460853,55150,21927,27754,7701,165.53521,2021.82947,15987,26270,52842,124923,8,122406,266209,8811,1654.620045,237783,60,45.27,67.7,100.01,NA
2025-2026,July,15,KARNATAKA,1505,BALLARI,3846611,276.140806,31,1923,82.2036643,772,0,8800,2951484,560306,70528,937251,100068,225.95378,8458.40915,93023,193937,118569,338975,28,175931,491527,9572,8150.251705,1639844,32,83.82,94.02,100,NA
2025-2026,July,15,KARNATAKA,1506,BIDAR,2066485,358.597893,24,433,144.8341901,8826,0,37812,2244021,572345,80738,423425,54941,262.26476,8454.110974,89990,136176,158867,315405,9,270570,506720,46638,8047.012024,1252749,56,54.29,88.42,100.1,NA
2025-2026,July,15,KARNATAKA,1507,VIJAYPURA,1237452,368.6231653,21,724,156.5553517,6132,3,29347,1113503,194187,58593,25008,5620,423.91179,4685.097145,51780,77373,138473,295286,19,356470,781233,35479,4104.630004,605219,71,61.79,81.34,100.03,NA
2025-2026,July,15,KARNATAKA,1510,CHITRADURGA,1527552,386.2616474,18,178,294.9587188,10833,1,29613,947562,193167,83292,262970,85464,333.20383,4288.23114,51455,80411,164483,398134,2,337948,791663,40446,3660.068591,526574,59,45.9,69.55,100.35,NA
2025-2026,July,15,KARNATAKA,1513,DHARWAR,776842,365.7675931,24,141,166.2238908,7455,0,15978,791548,65073,17462,50388,13548,176.50931,3237.959269,32590,55923,76145,199540,46,172511,409004,23433,2895.226068,380799,64,46.83,71.67,100.07,NA
