fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,15,KARNATAKA,1502,BENGALURU,83283,324.8898785,37,13,85.23865429,1081,3,1812,51948,10675,2781,886,287,42.86228,296.8747284,1385,2357,6105,13789,16,62877,140714,2893,168.7737941,28805,85,51.64,18.03,100.65,NA
2024-2025,Dec,15,KARNATAKA,1517,HAVERI,3902654,336.9137066,40,469,5954.490515,29503,0,20357,3299320,473540,54841,436148,44053,542.2805,17612.63232,82454,153001,155158,377304,603,273129,621056,49860,11115.8613,1608874,69,34.9,33.15,100.25,NA
2024-2025,Dec,15,KARNATAKA,1525,TUMAKURU,4052708,346.3377647,42,549,9157.747552,57634,0,40535,4610312,649278,80750,377931,41372,847.66052,25972.6596,107581,188390,215576,512430,1326,400628,883622,98169,15967.25153,2366556,83,38.78,32.5,99.94,NA
2024-2025,Dec,15,KARNATAKA,1527,UTTARA KANNADA,1396296,342.4020196,31,120,2250.379357,13766,0,18758,1260357,74469,14906,48376,8072,455.39775,7021.264929,39523,66686,88845,222847,115,204753,453039,32524,4315.487822,681589,79,33.71,24.93,100.02,NA
2024-2025,Nov,15,KARNATAKA,1505,BALLARI,5290927,283.5422328,51,2029,1719.875058,8487,0,8525,5143817,1012031,69686,1610935,97939,434.43841,16739.20704,100668,218073,115908,333045,909,169883,478804,17012,14584.89357,2781930,44,39.72,33.54,99.91,NA
2024-2025,Nov,15,KARNATAKA,1510,CHITRADURGA,3887134,346.697293,40,383,8580.450925,37334,0,29247,4200765,824558,88809,1011583,87763,537.18699,23681.57646,104895,174364,173634,417011,388,333362,781243,66581,14563.93854,2303869,66,28.32,43.45,101.17,NA
2024-2025,Nov,15,KARNATAKA,1515,KALABURAGI,4538154,326.1494624,25,546,4702.734622,23406,0,32456,3644302,910489,137862,80322,10834,628.53187,17217.13787,142389,239381,245071,533662,146,425552,884841,55862,11885.87138,2017728,64,30.3,52.98,99.89,NA
2024-2025,Nov,15,KARNATAKA,1520,KOPPAL,6380429,306.0162821,34,3225,3679.412617,17689,0,25439,6163769,1075450,98017,907641,80322,724.52405,23266.0734,178105,369086,224203,576382,376,325409,844630,43128,18862.13673,3246515,57,29.1,58.2,99.89,NA
2024-2025,Nov,15,KARNATAKA,1527,UTTARA KANNADA,1275096,344.6685629,29,107,2073.095489,10052,0,19862,1080898,64590,14804,42882,8020,411.33926,6209.950352,36359,61008,88052,221036,66,204449,452516,29914,3725.515603,586269,79,32.91,26.24,100.01,NA
2024-2025,Nov,15,KARNATAKA,1531,VIJAYANAGARA,6049984,308.1553526,43,1235,5354.954555,16746,0,17284,5718651,1382698,115143,1287365,93599,81.19368,23058.47739,130014,249633,174330,460452,1438,250683,646542,34030,17622.32916,2966402,54,14.86,63.19,100.19,NA
2024-2025,Nov,15,KARNATAKA,1506,BIDAR,3809246,344.9174652,40,482,8312.289984,23032,0,44517,4495792,1044555,79179,816068,53263,519.57184,24338.63363,109682,170882,155699,305422,343,256238,478655,67549,15506.77181,2444195,60,36.87,26.76,99.83,NA
2024-2025,Nov,15,KARNATAKA,1511,DAKSHINA KANNADA,1081782,346.558635,41,48,970.2393005,10701,0,11404,796183,41085,10605,46428,10638,292.26749,4021.747728,18997,32351,65625,152607,226,170267,357942,22105,2759.240937,414751,90,72.2,3.5,99.98,NA
2024-2025,Nov,15,KARNATAKA,1512,DAVANAGERE,2474082,339.9100522,32,234,4115.274032,14213,0,10691,1715303,434669,64739,308649,43999,490.73691,10436.49827,52251,89358,120026,280979,278,238711,522171,24904,5830.487324,910821,76,36.53,33.76,99.92,NA
2024-2025,Nov,15,KARNATAKA,1522,MYSURU,1838324,347.3422774,35,129,4292.554697,24597,0,26012,1623957,292896,70898,193377,42195,385.57388,10318.8178,45363,80411,143077,366024,370,347121,847697,50609,5640.689227,833141,80,38.32,20.71,100.09,NA
2024-2025,Nov,15,KARNATAKA,1523,RAICHUR,8621065,275.6713758,41,1049,5692.825805,22338,0,31810,9516048,1693014,124803,2277075,153990,815.49414,32741.34039,231303,453403,282602,657091,714,372683,836601,54148,26233.02045,4972027,57,23.67,58.15,99.83,NA
2024-2025,Nov,15,KARNATAKA,1531,VIJAYANAGARA,6049984,308.5237393,44,1238,5352.601279,17105,0,17061,5752370,1389676,115159,1293959,93602,81.19368,23181.22198,130368,250427,174380,460521,1451,250752,646645,34166,17747.42702,2981930,55,15.12,62.83,100.19,NA
2024-2025,Nov,15,KARNATAKA,1501,BAGALKOTE,3871406,320.6596162,33,1931,2852.603133,11425,0,16953,2985548,501865,59140,236869,26080,627.94363,13053.99352,89176,151742,153626,338524,461,274880,557527,28378,9573.446758,1651933,58,32.13,48.24,100.02,NA
2024-2025,Nov,15,KARNATAKA,1508,CHAMARAJA NAGARA,1983447,346.6583861,32,406,2799.973179,17839,0,17457,1769811,540357,79830,157852,29485,260.57194,9195.743369,54284,85891,116427,274680,138,223829,513916,35296,6135.19825,1012086,75,22.78,48.72,100.5,NA
2024-2025,Nov,15,KARNATAKA,1511,DAKSHINA KANNADA,1081782,346.1598479,42,48,976.2905562,10996,0,11286,814314,42009,10627,47288,10647,292.26749,4087.38615,19277,32865,65718,152812,238,170330,358056,22282,2818.828104,423690,90,72.24,3.58,99.98,NA
2024-2025,Nov,15,KARNATAKA,1512,DAVANAGERE,2474082,339.4439133,33,235,4127.885147,14422,0,10600,1739151,440152,64769,311487,44021,548.88218,10580.20954,52583,90005,120093,281150,289,238748,522273,25022,5903.442213,922710,76,37,32.91,99.92,NA
2024-2025,Nov,15,KARNATAKA,1520,KOPPAL,6380429,307.3376047,34,3244,3710.389838,19000,0,25246,6231374,1084982,98069,919972,80374,790.18455,23651.92998,178711,370384,224379,576829,399,325331,844415,44246,19151.35559,3279082,58,28.98,56.89,99.89,NA
2024-2025,Nov,15,KARNATAKA,1522,MYSURU,1838324,346.1714988,36,131,4305.219697,25068,0,25805,1657398,299397,70965,196532,42238,385.57388,10428.23308,45846,81268,143223,366389,378,347241,847887,50873,5737.439498,849998,80,38.09,20.29,100.09,NA
2024-2025,Nov,15,KARNATAKA,1529,RAMANAGARA,3278590,349.0518432,43,261,6622.794652,30759,1,26226,2744003,389984,50437,43154,5251,460.70689,16661.49459,63741,104554,141208,313202,385,201242,429318,56985,9577.993049,1469459,82,43.6,26.28,99.93,NA
2024-2025,Nov,15,KARNATAKA,1531,VIJAYANAGARA,6049984,308.5869145,44,1239,5376.455559,17185,0,17096,5769257,1392838,115174,1297152,93612,81.19368,23260.8214,130492,250710,174415,460599,1465,250792,646724,34281,17803.17216,2990134,55,15.22,62.18,100.19,NA
2024-2025,July,15,KARNATAKA,1502,BENGALURU,31995,313.6084456,25,9,22.00980977,450,4,2159,20863,4468,2663,306,267,21.60784,109.0457798,821,1370,5828,13356,2,62627,140424,2609,65.42813,11975,85,43.96,23.95,99.94,NA
2024-2025,July,15,KARNATAKA,1505,BALLARI,4853022,279.951506,47,2010,800.4614299,2358,0,14676,4765419,941677,69980,1488451,98132,258.18544,14399.50913,99407,214682,115629,333719,531,169498,479431,17034,13340.86226,2586995,42,36.64,36.65,99.91,NA
2024-2025,July,15,KARNATAKA,1506,BIDAR,2610102,344.2086544,33,419,2756.744824,14508,0,45299,3390979,802474,78860,615855,53012,315.90749,14744.6955,100096,154480,153280,302602,100,253407,475303,59807,11672.04319,1848387,61,40.57,35.96,99.67,NA
2024-2025,July,15,KARNATAKA,1511,DAKSHINA KANNADA,595856,345.3915222,33,36,326.6677906,6190,0,12745,460078,24177,10356,26917,10381,155.03569,2070.773888,13643,22802,63960,149183,67,169749,356923,18935,1589.070408,242189,90,71.32,2.14,99.95,NA
2024-2025,July,15,KARNATAKA,1517,HAVERI,2112164,335.478134,34,401,1478.782978,14861,0,29302,2394904,348418,54650,331198,43987,202.96561,9716.127838,69340,127516,153395,375470,209,272342,621745,44163,8034.37925,1182950,67,33.39,47.96,100.09,NA
2024-2025,July,15,KARNATAKA,1527,UTTARA KANNADA,788567,344.6611886,26,93,628.070193,5052,0,22678,795063,46905,14601,30576,7954,193.0934,3561.437179,30526,50461,86760,217988,24,204096,451818,27730,2740.273586,433881,78,30.25,31.23,99.99,NA
2024-2025,July,15,KARNATAKA,1501,BAGALKOTE,2355461,317.3798822,25,1657,1436.587183,7177,0,18864,1969412,319775,58089,168092,25756,324.88923,8011.993898,77011,129272,151508,333452,65,273197,553600,26041,6250.517485,1103491,56,32.72,51.83,99.88,NA
2024-2025,July,15,KARNATAKA,1505,BALLARI,4853022,279.639453,48,2011,800.4614299,2422,0,14655,4791481,945540,69932,1499765,98073,258.18544,14457.51813,99510,214948,115660,333581,551,169517,479241,17077,13398.87126,2600558,42,36.8,36.33,99.91,NA
2024-2025,July,15,KARNATAKA,1507,VIJAYPURA,1897615,344.0089057,27,973,1515.17824,7678,1,38533,1774965,318964,66180,33783,5848,382.70798,8003.923893,64951,98325,151798,325160,163,348194,769819,46211,6106.037673,972275,70,55.83,29.18,99.93,NA
2024-2025,July,15,KARNATAKA,1510,CHITRADURGA,2245168,340.5704258,29,317,3286.405195,24329,0,31636,2531677,503711,88525,665313,87161,272.37862,12180.92696,86406,140857,171290,414479,70,332541,782768,55965,8622.14314,1381960,63,25.48,46.03,101.37,NA
2024-2025,July,15,KARNATAKA,1512,DAVANAGERE,1252590,337.0470069,28,193,1851.589594,8587,0,14319,1325832,346389,64864,256794,44178,210.17207,6530.438736,46111,77958,119170,280981,127,238457,523628,22906,4468.677072,718554,76,31.34,42.87,99.94,NA
2024-2025,July,15,KARNATAKA,1516,HASSAN,1922434,339.9306667,28,341,1668.24286,11659,2,28696,1692179,241652,68401,27036,6823,394.25215,7814.730367,59003,106795,160915,397493,83,280619,648684,40355,5752.235357,867535,76,51.86,23.42,99.96,NA
2024-2025,July,15,KARNATAKA,1530,Yadgir,1895360,333.9969952,22,442,390.2507473,17166,0,25343,1730667,329659,65082,204718,35896,0,6170.626524,75689,115095,152669,303209,25,272741,541556,42509,5780.375777,947614,79,41.08,53.19,99.87,NA
2024-2025,Aug,15,KARNATAKA,1505,BALLARI,5013458,280.4878991,49,2014,888.03812,3067,0,14268,4918585,970305,69893,1538062,98060,298.86786,14982.94171,99932,216105,115742,333460,660,169626,479117,17335,13796.03573,2667347,42,37.77,35.61,99.92,NA
2024-2025,Aug,15,KARNATAKA,1507,VIJAYPURA,2276058,344.0427579,29,1035,1682.330132,8396,1,39434,2065693,370606,66451,38408,5891,475.77119,9264.968489,68928,104894,152474,326614,260,348817,771040,47830,7106.867168,1123266,71,56.71,28.21,99.95,NA
2024-2025,Aug,15,KARNATAKA,1508,CHAMARAJA NAGARA,1370352,347.8965475,27,334,1059.645659,10689,0,22983,1295041,409134,79134,115475,29111,199.34756,5764.396146,46426,72001,115018,271479,51,223309,512971,33672,4505.402927,751536,74,21.79,51.07,100.39,NA
2024-2025,Aug,15,KARNATAKA,1519,KOLAR,2133359,343.8868354,35,340,1428.570383,9160,0,28276,1914415,496399,85261,124028,21872,257.73108,8269.722623,53386,82822,126631,317831,148,241608,580289,37436,6583.42116,1026274,63,40.65,29.35,99.93,NA
2024-2025,Aug,15,KARNATAKA,1526,UDUPI,444536,348.4602096,32,35,590.3611657,4857,0,13345,426805,18804,6088,16366,6206,134.16806,2211.774823,13085,21851,45380,108331,110,123527,251302,18202,1487.245598,275772,90,69.04,6.66,99.97,NA
2024-2025,Aug,15,KARNATAKA,1530,Yadgir,2354527,337.0109338,24,473,436.7740436,17888,0,26216,1978512,375246,65275,242317,36022,0,7104.57581,80299,122740,153126,304255,41,273210,542643,44104,6667.801766,1072052,79,43.29,50.45,99.91,NA
2024-2025,Aug,15,KARNATAKA,1503,BENGALURU RURAL,755942,349.0159403,36,363,739.4253535,3655,0,9506,808381,115759,24896,46741,8239,182.2926,3743.096502,21960,36512,57891,135600,90,120241,262081,13161,2821.378548,417956,65,46.66,16.15,99.92,NA
2024-2025,Aug,15,KARNATAKA,1505,BALLARI,5013458,280.1727247,48,2014,888.03812,2987,0,14285,4886829,966721,69934,1526976,98080,298.86786,14878.46794,99842,215849,115713,333568,641,169606,479250,17272,13691.56196,2650742,42,37.41,35.81,99.91,NA
2024-2025,Aug,15,KARNATAKA,1516,HASSAN,2404139,344.92593,30,357,1874.695057,12718,2,29062,1878686,264311,68584,30401,6842,421.19274,8775.962954,62147,112869,161316,398483,123,280726,648982,41780,6480.075157,961794,77,52.84,23.06,99.97,NA
2024-2025,Aug,15,KARNATAKA,1529,RAMANAGARA,2132473,348.8459537,34,192,3271.398845,19695,1,31511,1721833,251639,50464,28721,5238,299.37875,9577.322344,50122,80588,140524,313114,136,201026,430321,51206,6006.54475,922916,82,40.69,29.05,99.92,NA
2024-2025,Aug,15,KARNATAKA,1530,Yadgir,2354527,335.1694308,24,470,436.7740436,17765,0,26130,1933602,366247,65241,235818,35993,0,6917.61686,79535,121481,153030,304002,38,273086,542327,43895,6480.842817,1050239,79,42.97,50.74,99.91,NA
2024-2025,Aug,15,KARNATAKA,1531,VIJAYANAGARA,5081394,305.6760175,41,1212,2148.059686,13456,0,19261,5266018,1291491,115022,1209369,93614,80.77156,18325.78535,126301,241621,173731,459824,1094,250212,646513,32717,16096.95411,2747555,52,12.01,67.91,100.05,NA
2024-2025,Nov,15,KARNATAKA,1501,BAGALKOTE,3871406,321.6563973,34,1966,2852.603133,12012,0,17008,3156506,532730,59271,245304,26122,627.94363,13633.65024,90442,154223,153956,339259,511,275264,558297,29020,10153.10348,1746503,59,31.5,48.88,100,NA
2024-2025,Nov,15,KARNATAKA,1504,BELAGAVI,9495280,332.7993089,34,2377,8385.640012,35784,0,55308,7667005,863030,101840,767379,80853,1417.84125,35319.22092,222353,325159,406004,883722,1237,825422,1680897,91092,25515.73965,4460165,54,21.98,35.83,100.19,NA
2024-2025,Nov,15,KARNATAKA,1507,VIJAYPURA,3229927,346.8022469,37,1152,3297.925138,16604,1,35506,2981809,539623,66539,56450,5974,754.79575,14393.7015,78730,121303,154351,328246,830,351422,773235,52110,10340.98061,1584366,72,57.63,24.05,99.95,NA
2024-2025,Nov,15,KARNATAKA,1510,CHITRADURGA,3887134,346.2388614,42,391,8619.877527,47441,0,29138,4560322,895321,89149,1078328,88013,630.88326,25040.36775,108107,180357,174315,418582,547,333835,782151,76579,15789.60697,2501292,68,29,42.15,101.15,NA
2024-2025,Nov,15,KARNATAKA,1512,DAVANAGERE,2474082,339.024222,33,242,4127.885147,14863,0,10524,1805145,455698,64869,319994,44080,604.19898,10851.96292,53552,91775,120261,281576,321,238856,522572,25387,6119.878793,956552,76,37.02,32.21,99.92,NA
2024-2025,Nov,15,KARNATAKA,1513,DHARWAR,1956631,344.0362982,35,182,3441.139429,24923,0,22871,1461164,126491,19252,92488,14956,355.85154,8823.925505,41724,73153,83937,218898,180,170538,404797,47794,5026.934536,677210,76,36.44,28.57,100.07,NA
2024-2025,Nov,15,KARNATAKA,1516,HASSAN,3496751,344.6767001,37,449,4490.945423,22113,2,28001,2839495,403092,69541,44575,6933,709.02253,14987.04562,76545,140902,163406,403070,477,280994,648752,50114,9787.077664,1443740,79,55.81,19.53,100.03,NA
2024-2025,Nov,15,KARNATAKA,1525,TUMAKURU,3689990,347.4946335,41,524,8128.212929,55539,0,40424,4312953,602340,80198,355561,41114,847.64941,23963.14256,103593,181029,214449,509798,1139,400134,882561,95963,14987.28022,2213737,83,38.67,32.48,99.93,NA
2024-2025,Nov,15,KARNATAKA,1526,UDUPI,580757,347.1231104,35,40,1491.99659,10590,0,8875,525815,23699,6174,20615,6293,177.95221,3495.174183,14739,24846,45992,109761,153,124162,252593,19465,1825.225383,338471,90,68.42,6.06,99.94,NA
2024-2025,Dec,15,KARNATAKA,1504,BELAGAVI,10379142,332.3893903,34,2379,8385.640012,36457,0,55345,7727855,869486,101887,775181,80910,1417.84125,35490.05138,222805,325873,406175,884053,1279,825504,1681068,91802,25686.57011,4494632,54,22.05,35.78,100.19,NA
2024-2025,Dec,15,KARNATAKA,1511,DAKSHINA KANNADA,1204219,342.6185778,43,51,976.2905562,11609,0,11387,887488,45539,10703,51355,10688,292.26749,4309.25681,20341,34769,66103,153743,271,170662,358719,22996,3040.698764,460489,91,72.83,3.49,99.96,NA
2024-2025,Dec,15,KARNATAKA,1515,KALABURAGI,4779953,326.772371,26,566,4711.11782,31633,0,32105,3882172,967830,137834,85724,10841,628.53187,18025.51518,144427,243198,245138,533559,228,425725,884898,63738,12685.86549,2140994,65,32.13,49.89,99.9,NA
2024-2025,Dec,15,KARNATAKA,1518,KODAGU,428988,333.8525143,37,95,424.8625677,4343,1,3386,355893,30968,6993,17258,3689,159.74328,1772.763576,9430,15695,28410,67100,45,87929,190684,7729,1188.157729,183734,79,52.68,17.46,99.98,NA
2024-2025,Dec,15,KARNATAKA,1520,KOPPAL,6666172,307.6086055,35,3270,3710.389838,21785,0,25670,6422821,1117295,98226,938962,80359,835.75125,24303.2912,179756,372898,224694,577632,489,321816,837162,47455,19757.15011,3379659,59,28.52,57.16,99.88,NA
2024-2025,Dec,15,KARNATAKA,1524,SHIVAMOGGA,2424119,326.9998717,26,478,2380.894038,14689,0,10400,1846187,419960,83969,100545,18638,472.85558,8890.778739,70737,120109,145920,373590,149,248436,570041,25089,6037.029121,1009283,76,38.14,40.16,100.07,NA
2024-2025,Dec,15,KARNATAKA,1525,TUMAKURU,4052708,347.8926523,41,527,8128.212929,56138,0,40222,4367453,610140,80280,359854,41154,847.64941,24169.91042,104397,182547,214663,510261,1160,400221,882666,96360,15194.04808,2241606,83,38.73,32.47,99.92,NA
2024-2025,Dec,15,KARNATAKA,1526,UDUPI,639209,347.4162018,35,40,1491.99659,10866,0,8816,532497,24029,6182,20929,6297,197.03433,3539.011772,14829,25007,46025,109837,157,124206,252679,19682,1849.980852,342613,90,68.46,6,99.94,NA
2024-2025,Dec,15,KARNATAKA,1529,RAMANAGARA,3570787,347.6514823,44,272,6622.794652,32561,1,25942,2894624,408043,50271,45659,5221,460.70689,17146.70478,65364,107463,141269,312251,437,201240,428168,58503,10063.20324,1548976,83,44.17,26.26,99.94,NA
2024-2025,Sep,15,KARNATAKA,1524,SHIVAMOGGA,1947123,325.1683902,23,390,1205.111256,8434,0,15243,1479801,342952,83266,80538,18541,295.50556,6312.461905,62333,104690,144860,371063,79,247914,568971,23677,4811.845089,817501,76,34.2,46.94,99.96,NA
2024-2025,Sep,15,KARNATAKA,1525,TUMAKURU,2784264,346.1820483,32,393,4920.457624,36579,0,47481,2556252,354845,78418,214460,40264,496.80204,14266.5452,78937,135298,209706,499549,382,398067,878783,84060,8849.285532,1316243,84,40.17,36.75,99.78,NA
2024-2025,Sep,15,KARNATAKA,1501,BAGALKOTE,3164678,321.2735725,28,1770,1788.399714,8116,0,18794,2304786,387717,58526,195584,25850,447.14518,9640.213215,81918,138355,152212,335213,151,273903,555228,26910,7404.668321,1281880,57,33.2,50.91,99.81,NA
2024-2025,Sep,15,KARNATAKA,1503,BENGALURU RURAL,907958,348.960312,38,380,1213.204149,3980,0,9543,897501,128165,25005,52214,8267,213.29207,4558.418509,23080,38557,58115,136135,114,120366,262364,13523,3131.92229,464407,65,47.77,15.83,99.84,NA
2024-2025,Sep,15,KARNATAKA,1506,BIDAR,3287774,344.3408412,36,458,4198.460299,16748,0,46447,3854553,900929,79172,696726,53226,401.48989,17872.75041,104349,161682,154278,304382,174,254712,477525,63195,13272.80022,2097756,60,38.75,31.44,99.73,NA
2024-2025,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,1591131,342.9444728,36,119,2626.969196,10961,0,18958,1418304,204836,41593,44991,8297,427.74651,7918.710882,39329,69809,90499,221664,210,177740,397543,29919,4863.995176,779109,71,40.23,22.99,99.84,NA
2024-2025,Sep,15,KARNATAKA,1515,KALABURAGI,4087037,323.2562971,23,533,2572.375459,16992,0,36651,3290453,826080,138257,72880,10889,416.90874,13625.88072,139145,233405,244573,535097,68,424853,885989,53643,10636.59652,1838621,63,26.3,59.52,99.85,NA
2024-2025,Sep,15,KARNATAKA,1523,RAICHUR,7802531,272.6184142,38,1020,2889.228939,15850,0,34099,8772395,1544078,124161,2091285,153349,504.27552,27308.6686,226054,443968,281524,654463,516,371449,833793,49949,23915.16414,4596322,55,21.55,63.05,99.84,NA
2024-2025,Sep,15,KARNATAKA,1527,UTTARA KANNADA,1016899,344.1515126,27,99,1046.030751,7210,0,21413,889380,53246,14670,35716,7976,270.57729,4377.422764,32624,54212,87249,219104,38,204223,452019,28623,3060.814723,485739,79,31.37,28.2,99.93,NA
2024-2025,Sep,15,KARNATAKA,1529,RAMANAGARA,2557035,346.1234359,36,215,3575.76704,21634,1,30870,1993600,285050,50348,32740,5240,304.06155,10780.14541,54274,87729,140570,312655,192,200959,429555,52504,6900.316818,1067418,82,42.85,28.88,99.85,NA
2024-2025,Sep,15,KARNATAKA,1507,VIJAYPURA,2640621,344.4463707,30,1056,1682.330132,9507,1,38839,2147331,386151,66446,40062,5901,475.77119,9554.505019,69821,106426,152616,326796,314,349132,771470,48346,7396.403697,1165340,71,57.21,27.78,99.87,NA
2024-2025,Sep,15,KARNATAKA,1512,DAVANAGERE,1962721,338.2541215,29,206,2106.962934,9809,0,13839,1450133,376670,64820,275962,44022,321.92011,7334.017684,48356,82116,119437,280822,168,238548,523000,23648,4905.134639,781655,76,33.42,39.95,99.85,NA
2024-2025,Sep,15,KARNATAKA,1514,GADAG,2385828,330.884932,29,1092,1276.509516,11186,0,12521,2499657,389104,55958,211264,25871,309.66239,9857.16027,86071,182207,122292,311181,64,164815,393546,23707,8270.988364,1242516,65,14.92,73.38,99.88,NA
2024-2025,Aug,15,KARNATAKA,1505,BALLARI,5013458,280.1805011,48,2014,888.03812,2901,0,14364,4884076,965986,69928,1526447,98078,298.86786,14871.13459,99829,215816,115707,333547,640,169606,479250,17265,13684.22861,2649158,42,37.4,35.83,99.91,NA
2024-2025,Aug,15,KARNATAKA,1516,HASSAN,2404139,342.5823423,30,357,1874.695057,12718,2,29006,1871042,263264,68573,30301,6841,421.19274,8705.747306,62022,112618,161298,398442,121,280725,648979,41724,6409.859509,957855,77,52.68,23.14,99.97,NA
2024-2025,Aug,15,KARNATAKA,1526,UDUPI,444536,347.0180639,32,35,590.3611657,4649,0,13458,419459,18513,6088,15981,6188,134.16806,2180.127726,12924,21561,45304,108131,108,123507,251251,18107,1455.598501,271064,90,69.47,6.78,99.96,NA
2024-2025,Aug,15,KARNATAKA,1530,Yadgir,2354527,331.4103652,24,469,436.7740436,17749,0,26091,1924441,364131,65231,234621,35993,0,6814.57099,79381,121207,153023,304000,38,273082,542317,43840,6377.796947,1045763,79,42.88,50.84,99.91,NA
2024-2025,Aug,15,KARNATAKA,1501,BAGALKOTE,2766276,321.5220692,26,1715,1584.850233,7555,0,18827,2105982,341102,58291,179124,25815,446.22541,8802.272547,79021,132880,151818,334353,83,273577,554569,26382,6771.196903,1177262,57,32.73,51.04,99.89,NA
2024-2025,Aug,15,KARNATAKA,1503,BENGALURU RURAL,755942,341.1286494,36,361,739.4253535,3637,0,9489,800049,114002,24880,46191,8239,182.2926,3650.914302,21852,36326,57876,135566,87,120225,262060,13126,2729.196348,413908,65,46.6,16.17,99.92,NA
